mc	mn	onset	label
61	61	1/2	i6
61	61	3/4	III(+6)
62	62	0	VIM7
63	63	0	.bII
64	64	0	vi7
64	64	1/2	.bIM7
65	65	0	.bII
65	65	1/2	V2/bV
66	66	0	V7/III
66	66	1/2	V/III
67	67	0	III
67	67	1/2	IIIM2
68	68	0	i
68	68	1/2	VI
69	69	0	III
69	69	1/2	i7
70	70	0	V7(+2)/VII
70	70	1/2	V43(+2)/VII
71	71	0	V7(+2)/VII
71	71	1/2	V43(+2)/VII
72	72	0	V7(+2)/VII
72	72	1/2	V43(+2)/VII
73	73	0	V7(+2)/VII
73	73	1/2	i
74	74	0	ii
76	76	0	.bIII.I
76	76	1/2	I(#2)
76	76	3/4	I(7#2)
77	77	0	I
77	77	1/2	I(7)
78	78	0	vi
78	78	1/2	I64(7)
79	79	0	ii65
79	79	1/2	I64(6)
80	80	0	ii43
80	80	1/2	I64(7)
80	80	3/4	I64(76)
81	81	0	vii%43
81	81	1/2	I6
81	81	3/4	I6(6)
82	82	0	V43
82	82	1/2	vi6
83	83	0	V65
83	83	1/2	V43(2)
83	83	3/4	V7
84	84	0	I
84	84	1/2	I(7#2)
85	85	0	I
85	85	1/2	V+6(6)
85	85	3/4	V+6
86	86	0	vi
86	86	1/2	I64(7)
87	87	0	V2/V
88	88	0	i.ii[VII6
89	89	0	#vii%2/iv
90	90	0	VII6
91	91	0	V2/bVII
92	92	0	VII6
93	93	0	#vii%2/iv
94	94	0	VII6
95	95	0	V2/bVII
97	97	1/2	IV6(+6)]
98	98	0	V2
98	98	1/2	IV6
99	99	0	V2/bVII
99	99	1/2	IV6(+6)
100	100	0	V2
100	100	1/2	IV
101	101	0	V2/bVII
101	101	1/2	IV6(+6)
102	102	0	V2
104	104	0	V+6
106	106	0	i2
106	106	1/2	i2(4)
107	107	0	vii%7(6)/VII
107	107	1/4	vii%7/VII
107	107	1/2	VIM7
108	108	0	i
108	108	1/2	i6
108	108	3/4	iv7
109	109	0	V7(4)
109	109	1/2	V7
110	110	0	i6
110	110	1/2	V43(4)
110	110	3/4	V43
111	111	0	i
111	111	1/2	V43(4)/III
111	111	3/4	V43/III
112	112	0	III
112	112	1/2	VI
113	113	0	VI64
113	113	1/2	iv
114	114	0	i6
114	114	1/2	V6/III
115	115	0	V/III
115	115	1/2	V43(2)/III
115	115	3/4	V43/III
116	116	0	III
116	116	1/2	VI
117	117	0	V65/V
118	118	1/2	i43
119	119	0	V65/V
119	119	1/2	V43(+2)/III
120	120	0	III
120	120	1/2	V43/VII
121	121	0	V
122	122	1/2	V65(+2)/VI
123	123	0	V
124	124	1/2	V65(+2)/VI
125	125	0	VI
126	126	0	vii%43/III
127	127	0	VI
128	128	0	vii%43/III
129	129	0	VI
130	130	0	vii%43/III
131	131	0	VI
131	131	3/4	VI(7)
132	132	0	V7(+2)/III
132	132	1/2	V65(+2)/III
133	133	0	V43(+2)/III
134	134	0	iv64
134	134	1/2	vii%2/III
135	135	0	iv64
135	135	1/2	V7/III
136	136	0	iv64
136	136	1/2	vii%2/III
137	137	0	iv64
137	137	1/2	V7/III
138	138	0	i
138	138	1/2	.Ger6/V
139	139	0	i43
139	139	1/2	V7/VII
140	140	0	i
140	140	1/2	.Ger6/V
141	141	0	i43
141	141	1/2	V7/VII
142	142	0	i43
142	142	1/2	V7/VII
143	143	0	vii%43/VII
143	143	1/2	vii%2/VII
145	145	1/2	V65
147	147	0	i
147	147	1/2	i64
148	148	0	IV
149	149	0	i
149	149	1/2	i64
150	150	0	IV
151	151	0	i
151	151	1/2	i64
152	152	0	IV
154	154	0	i\\
