mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
8	8	1/2	ii%7		a	i		ii%7	ii	%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
8	8	5/8	v64		a	i		v64	v		64				m	1	1	2, 1, -2		1.0	2.0
9	9	0	ii%7		a	i		ii%7	ii	%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
9	9	1/4	V7/III		a	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
9	9	1/2	ii%7		a	i		ii%7	ii	%	7				%7	1	1	2, 1, 8, 0		2.0	2.0
10	10	0	III+		a	i		III+	III	+					+	1	1	-3, 1, 5		-3.0	-3.0
11	11	0	V43		a	i		V43	V		43				Mm7	1	1	2, -1, 1, 5		1.0	2.0
12	12	0	iv7(+6)		a	i		iv7(+6)	iv		7	+6			mm7	1	1	-1, -4, 0, -3	2	-1.0	-1.0
13	13	0	V7/VII		a	i		V7/VII	V		7		VII		Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0
14	14	0	iv7(+6)		a	i		iv7(+6)	iv		7	+6			mm7	1	1	-1, -4, 0, -3	2	-1.0	-1.0
15	15	1/4	@none		a	i		@none	@none						m	1	1				
16	16	0	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
16	16	1/8	v6		a	i		v6	v		6				m	1	1	-2, 2, 1		1.0	-2.0
16	16	1/4	V43/V		a	i		V43/V	V		43		V		Mm7	1	1	3, 0, 2, 6		2.0	3.0
16	16	3/8	vi		a	i		vi	vi						m	1	1	-4, -7, -3		-4.0	-4.0
16	16	1/2	III6		a	i		III6	III		6				M	1	1	1, -2, -3		-3.0	1.0
16	16	5/8	viio/V		a	i		viio/V	vii	o			V		o	1	1	6, 3, 0		6.0	6.0
17	17	0	iv		a	i		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
17	17	1/8	I6		a	i		I6	I		6				M	1	1	4, 1, 0		0.0	4.0
17	17	1/4	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
17	17	1/2	v%7		a	i		v%7	v	%	7				%7	1	1	1, 0, 7, -1		1.0	1.0
18	18	0	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
18	18	3/16	v7	V7	a	i		v7	v		7				mm7	1	1	1, -2, 2, -1		1.0	1.0
18	18	5/16	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
18	18	7/16	v7	V7	a	i		v7	v		7				mm7	1	1	1, -2, 2, -1		1.0	1.0
18	18	9/16	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
18	18	5/8	v7		a	i		v7	v		7				mm7	1	1	1, -2, 2, -1		1.0	1.0
19	19	0	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
19	19	3/16	v7	V7	a	i		v7	v		7				mm7	1	1	1, -2, 2, -1		1.0	1.0
19	19	5/16	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
19	19	7/16	v7	V7	a	i		v7	v		7				mm7	1	1	1, -2, 2, -1		1.0	1.0
19	19	9/16	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
19	19	5/8	V/III		a	i		V/III	V				III		M	1	1	-2, 2, -1		-2.0	-2.0
20	20	0	III		a	i		III	III						M	1	1	-3, 1, -2		-3.0	-3.0
20	20	3/16	V7/III		a	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
20	20	5/16	III		a	i		III	III						M	1	1	-3, 1, -2		-3.0	-3.0
20	20	7/16	V7/III		a	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
20	20	9/16	III		a	i		III	III						M	1	1	-3, 1, -2		-3.0	-3.0
20	20	5/8	vii7		a	i		vii7	vii		7				mm7	1	1	-2, -5, -1, -4		-2.0	-2.0
21	21	0	III		a	i		III	III						M	1	1	-3, 1, -2		-3.0	-3.0
21	21	3/16	V7/III		a	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
21	21	5/16	III		a	i		III	III						M	1	1	-3, 1, -2		-3.0	-3.0
21	21	7/16	V7/III		a	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
21	21	9/16	III		a	i		III	III						M	1	1	-3, 1, -2		-3.0	-3.0
21	21	5/8	V/bV		a	i		V/bV	V				bV		M	1	1	-5, -1, -4		-5.0	-5.0
22	22	0	.bV		a	i		bV	bV						M	1	1	-6, -2, -5		-6.0	-6.0
23	23	0	i%7		a	i		i%7	i	%	7				%7	1	1	0, -1, 6, -2		0.0	0.0
23	23	1/4	iv(+4)		a	i		iv(+4)	iv			+4			m	1	1	-1, -4, 0	-2	-1.0	-1.0
24	24	0	iv		a	i		iv	iv						m	1	1	-1, -4, 0		-1.0	-1.0
25	25	0	vii7		a	i		vii7	vii		7				mm7	1	1	-2, -5, -1, -4		-2.0	-2.0
25	25	1/4	iii7		a	i		iii7	iii		7				mm7	1	1	-3, -6, -2, -5		-3.0	-3.0
26	26	0	VI[V7(42)/bII		a	i	VI	V7(42)/bII	V		7	42	bII		Mm7	1	1	-2, -5, -3, -6		-4.0	-2.0
26	26	1/4	V7/bII		a	i	VI	V7/bII	V		7		bII		Mm7	1	1	-4, 0, -3, -6		-4.0	-4.0
26	26	1/2	V7(2)/bII		a	i	VI	V7(2)/bII	V		7	2	bII		Mm7	1	1	-2, 0, -3, -6		-4.0	-2.0
27	27	0	.bII64		a	i	VI	bII64	bII		64				M	1	1	-4, -5, -1		-5.0	-4.0
27	27	3/8	.bII64(+6)		a	i	VI	bII64(+6)	bII		64	+6			M	1	1	-4, -5, -1	-2	-5.0	-4.0
28	28	0	V7(42)/bII		a	i	VI	V7(42)/bII	V		7	42	bII		Mm7	1	1	-2, -5, -3, -6		-4.0	-2.0
28	28	1/4	V7/bII		a	i	VI	V7/bII	V		7		bII		Mm7	1	1	-4, 0, -3, -6		-4.0	-4.0
28	28	1/2	V7(2)/bII		a	i	VI	V7(2)/bII	V		7	2	bII		Mm7	1	1	-2, 0, -3, -6		-4.0	-2.0
29	29	0	.bII64		a	i	VI	bII64	bII		64				M	1	1	-4, -5, -1		-5.0	-4.0
29	29	3/8	.bII64(+6)]		a	i	VI	bII64(+6)	bII		64	+6			M	1	1	-4, -5, -1	-2	-5.0	-4.0
30	30	0	VII[viio6/VI		a	i	VII	viio6/VI	vii	o	6		VI		o	1	1	-2, -5, 1		1.0	-2.0
30	30	1/8	VI6		a	i	VII	VI6	VI		6				M	1	1	0, -3, -4		-4.0	0.0
30	30	1/4	vii]		a	i	VII	vii	vii						m	1	1	-2, -5, -1		-2.0	-2.0
30	30	3/8	vii2		a	i		vii2	vii		2				mm7	1	1	-4, -2, -5, -1		-2.0	-4.0
30	30	1/2	V65/VI		a	i		V65/VI	V		65		VI		Mm7	1	1	1, -2, -5, -3		-3.0	1.0
30	30	5/8	vii64		a	i		vii64	vii		64				m	1	1	-1, -2, -5		-2.0	-1.0
31	31	0	V7(+2)/VI		a	i		V7(+2)/VI	V		7	+2	VI		Mm7	1	1	-3, 1, -2, -5	-1	-3.0	-3.0
31	31	1/8	i6		a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
32	32	0	vii[viio6/VI		a	i	vii	viio6/VI	vii	o	6		VI		o	1	1	-2, -5, 1		1.0	-2.0
32	32	1/8	VI6		a	i	vii	VI6	VI		6				M	1	1	0, -3, -4		-4.0	0.0
32	32	1/4	vii]		a	i	vii	vii	vii						m	1	1	-2, -5, -1		-2.0	-2.0
32	32	3/8	vii2		a	i		vii2	vii		2				mm7	1	1	-4, -2, -5, -1		-2.0	-4.0
32	32	1/2	V65/VI		a	i		V65/VI	V		65		VI		Mm7	1	1	1, -2, -5, -3		-3.0	1.0
32	32	5/8	vii64		a	i		vii64	vii		64				m	1	1	-1, -2, -5		-2.0	-1.0
33	33	0	III[V7(+2)/VI		a	i	III	V7(+2)/VI	V		7	+2	VI		Mm7	1	1	-3, 1, -2, -5	-1	-3.0	-3.0
33	33	1/8	i6		a	i	III	i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
33	33	5/8	.bII6		a	i	III	bII6	bII		6				M	1	1	-1, -4, -5		-5.0	-1.0
34	34	1/8	III6		a	i	III	III6	III		6				M	1	1	1, -2, -3		-3.0	1.0
34	34	3/8	i6]		a	i	III	i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
35	35	0	.bII[bII(4)		a	i	bII	bII(4)	bII			4			M	1	1	-5, 1, -4		-5.0	-5.0
35	35	1/4	.bII		a	i	bII	bII	bII						M	1	1	-5, -1, -4		-5.0	-5.0
35	35	1/2	.bII(+2)		a	i	bII	bII(+2)	bII			+2			M	1	1	-5, -1, -4	-3	-5.0	-5.0
36	36	0	vii6		a	i	bII	vii6	vii		6				m	1	1	-5, -1, -2		-2.0	-5.0
36	36	1/8	.bIIM7		a	i	bII	bIIM7	bII	M	7				MM7	1	1	-5, -1, -4, 0		-5.0	-5.0
36	36	3/8	v%43		a	i	bII	v%43	v	%	43				%7	1	1	7, -1, 1, 0		1.0	7.0
37	37	0	.bII(4)		a	i	bII	bII(4)	bII			4			M	1	1	-5, 1, -4		-5.0	-5.0
37	37	1/4	.bII		a	i	bII	bII	bII						M	1	1	-5, -1, -4		-5.0	-5.0
37	37	1/2	.bII(+2)]		a	i	bII	bII(+2)	bII			+2			M	1	1	-5, -1, -4	-3	-5.0	-5.0
38	38	0	v		a	i		v	v						m	1	1	1, -2, 2		1.0	1.0
38	38	1/4	VIM7		a	i		VIM7	VI	M	7				MM7	1	1	-4, 0, -3, 1		-4.0	-4.0
38	38	1/2	v6		a	i		v6	v		6				m	1	1	-2, 2, 1		1.0	-2.0
39	39	0	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
39	39	1/4	v43	V43	a	i		v43	v		43				mm7	1	1	2, -1, 1, -2		1.0	2.0
39	39	3/8	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
39	39	1/2	V7/III		a	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
39	39	5/8	ii%43		a	i		ii%43	ii	%	43				%7	1	1	8, 0, 2, 1		2.0	8.0
40	40	0	v		a	i		v	v						m	1	1	1, -2, 2		1.0	1.0
40	40	1/4	VIM7		a	i		VIM7	VI	M	7				MM7	1	1	-4, 0, -3, 1		-4.0	-4.0
40	40	1/2	v6		a	i		v6	v		6				m	1	1	-2, 2, 1		1.0	-2.0
41	41	0	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
41	41	1/4	v43	V43	a	i		v43	v		43				mm7	1	1	2, -1, 1, -2		1.0	2.0
41	41	1/2	i6	III	a	i		i6	i		6				m	1	1	-3, 1, 0		0.0	-3.0
42	42	0	V7(+6+2)/VII		a	i		V7(+6+2)/VII	V		7	+6+2	VII		Mm7	1	1	-1, 3, 0, -3	2, 1	-1.0	-1.0
44	44	0	iv2(+6)		a	i		iv2(+6)	iv		2	+6			mm7	1	1	-3, -1, -4, 0	2	-1.0	-3.0
45	45	0	V2/VII		a	i		V2/VII	V		2		VII		Mm7	1	1	-3, -1, 3, 0		-1.0	-3.0
45	45	1/2	V7(+2)/VII		a	i		V7(+2)/VII	V		7	+2	VII		Mm7	1	1	-1, 3, 0, -3	1	-1.0	-1.0
46	46	0	VII(+6+2)		a	i		VII(+6+2)	VII			+6+2			M	1	1	-2, 2, -1	1, 0	-2.0	-2.0
46	46	1/2	III(+6)		a	i		III(+6)	III			+6			M	1	1	-3, 1, -2	0	-3.0	-3.0
47	47	0	VII(+6+2)		a	i		VII(+6+2)	VII			+6+2			M	1	1	-2, 2, -1	1, 0	-2.0	-2.0
47	47	1/2	i		a	i		i	i						m	1	1	0, -3, 1		0.0	0.0
47	47	5/8	#vi%7		a	i		#vi%7	#vi	%	7				%7	1	1	3, 2, 9, 1		3.0	3.0
48	48	0	III6		a	i		III6	III		6				M	1	1	1, -2, -3		-3.0	1.0
48	48	1/2	v		a	i		v	v						m	1	1	1, -2, 2		1.0	1.0
49	49	0	i(742)		a	i		i(742)	i			742			m	1	1	2, -1, 1	-2	0.0	2.0
49	49	1/8	i\\		a	i		i	i					\\	m	1	1	0, -3, 1		0.0	0.0
50	50	0	VI		a	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
51	51	0	VI6		a	i		VI6	VI		6				M	1	1	0, -3, -4		-4.0	0.0
51	51	1/8	iio		a	i		iio	ii	o					o	1	1	2, -1, -4		2.0	2.0
51	51	1/4	III(+4)		a	i		III(+4)	III			+4			M	1	1	-3, 1, -2	-4	-3.0	-3.0
51	51	3/8	V43/III		a	i		V43/III	V		43		III		Mm7	1	1	-1, -4, -2, 2		-2.0	-1.0
51	51	1/2	iio		a	i		iio	ii	o					o	1	1	2, -1, -4		2.0	2.0
51	51	5/8	i7	V64/VI	a	i		i7	i		7				mm7	1	1	0, -3, 1, -2		0.0	0.0
52	52	0	VI		a	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
53	53	0	VI6		a	i		VI6	VI		6				M	1	1	0, -3, -4		-4.0	0.0
53	53	1/8	iio		a	i		iio	ii	o					o	1	1	2, -1, -4		2.0	2.0
53	53	1/4	III(+4)		a	i		III(+4)	III			+4			M	1	1	-3, 1, -2	-4	-3.0	-3.0
53	53	3/8	V43/III		a	i		V43/III	V		43		III		Mm7	1	1	-1, -4, -2, 2		-2.0	-1.0
53	53	1/2	iv64		a	i		iv64	iv		64				m	1	1	0, -1, -4		-1.0	0.0
53	53	5/8	VI		a	i		VI	VI						M	1	1	-4, 0, -3		-4.0	-4.0
54	54	0	.bV		a	i		bV	bV						M	1	1	-6, -2, -5		-6.0	-6.0
55	55	0	.bV6		a	i		bV6	bV		6				M	1	1	-2, -5, -6		-6.0	-2.0
55	55	1/8	io		a	i		io	i	o					o	1	1	0, -3, -6		0.0	0.0
55	55	1/4	.bII(+4)		a	i		bII(+4)	bII			+4			M	1	1	-5, -1, -4	1	-5.0	-5.0
55	55	3/8	V43/bII		a	i		V43/bII	V		43		bII		Mm7	1	1	-3, -6, -4, 0		-4.0	-3.0
55	55	1/2	io		a	i		io	i	o					o	1	1	0, -3, -6		0.0	0.0
55	55	5/8	vii7	V64/bV	a	i		vii7	vii		7				mm7	1	1	-2, -5, -1, -4		-2.0	-2.0
56	56	0	.bV		a	i		bV	bV						M	1	1	-6, -2, -5		-6.0	-6.0
57	57	0	.bV6		a	i		bV6	bV		6				M	1	1	-2, -5, -6		-6.0	-2.0
57	57	1/8	io		a	i		io	i	o					o	1	1	0, -3, -6		0.0	0.0
57	57	1/4	.bII(+4)		a	i		bII(+4)	bII			+4			M	1	1	-5, -1, -4	1	-5.0	-5.0
57	57	3/8	V43/bII		a	i		V43/bII	V		43		bII		Mm7	1	1	-3, -6, -4, 0		-4.0	-3.0
57	57	1/2	io		a	i		io	i	o					o	1	1	0, -3, -6		0.0	0.0
57	57	5/8	iii		a	i		iii	iii						m	1	1	-3, -6, -2		-3.0	-3.0
58	58	0	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
58	58	3/16	i%7		a	i		i%7	i	%	7				%7	1	1	0, -1, 6, -2		0.0	0.0
58	58	1/4	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
58	58	7/16	i%7		a	i		i%7	i	%	7				%7	1	1	0, -1, 6, -2		0.0	0.0
58	58	1/2	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
58	58	5/8	#viio7/vii		a	i		#viio7/vii	#vii	o	7		vii		o7	1	1	3, 0, -3, -6		3.0	3.0
59	59	0	vii		a	i		vii	vii						m	1	1	-2, -5, -1		-2.0	-2.0
59	59	1/8	IV64		a	i		IV64	IV		64				M	1	1	0, -1, 3		-1.0	0.0
59	59	1/4	vii6(+6)		a	i		vii6(+6)	vii		6	+6			m	1	1	-5, -1, -2	1	-2.0	-5.0
59	59	1/2	V7/IV		a	i		V7/IV	V		7		IV		Mm7	1	1	0, 4, 1, -2		0.0	0.0
60	60	0	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
60	60	1/8	V7/VII		a	i		V7/VII	V		7		VII		Mm7	1	1	-1, 3, 0, -3		-1.0	-1.0
60	60	1/4	V7(+2)/VII		a	i		V7(+2)/VII	V		7	+2	VII		Mm7	1	1	-1, 3, 0, -3	1	-1.0	-1.0
60	60	1/2	VII		a	i		VII	VII						M	1	1	-2, 2, -1		-2.0	-2.0
60	60	5/8	V7/III		a	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2.0	-2.0
61	61	0	v(+4+#2)		a	i		v(+4+#2)	v			+4+#2			m	1	1	1, -2, 2	0, 3	1.0	1.0
61	61	1/4	v		a	i		v	v						m	1	1	1, -2, 2		1.0	1.0
61	61	1/2	V7(+2)/IV		a	i		V7(+2)/IV	V		7	+2	IV		Mm7	1	1	0, 4, 1, -2	2	0.0	0.0
61	61	5/8	V7/IV		a	i		V7/IV	V		7		IV		Mm7	1	1	0, 4, 1, -2		0.0	0.0
62	62	0	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
62	62	3/16	i%7		a	i		i%7	i	%	7				%7	1	1	0, -1, 6, -2		0.0	0.0
62	62	1/4	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
62	62	7/16	i%7		a	i		i%7	i	%	7				%7	1	1	0, -1, 6, -2		0.0	0.0
62	62	1/2	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
62	62	5/8	viio7/VII		a	i		viio7/VII	vii	o	7		VII		o7	1	1	3, 0, -3, -6		3.0	3.0
63	63	0	VII		a	i		VII	VII						M	1	1	-2, 2, -1		-2.0	-2.0
63	63	1/8	IV64		a	i		IV64	IV		64				M	1	1	0, -1, 3		-1.0	0.0
63	63	1/4	VII6(+6)		a	i		VII6(+6)	VII		6	+6			M	1	1	2, -1, -2	1	-2.0	2.0
63	63	3/8	#vii%7/iv		a	i		#vii%7/iv	#vii	%	7		iv		%7	1	1	4, 3, 10, 2		4.0	4.0
63	63	1/2	IVM7		a	i		IVM7	IV	M	7				MM7	1	1	-1, 3, 0, 4		-1.0	-1.0
63	63	5/8	v		a	i		v	v						m	1	1	1, -2, 2		1.0	1.0
64	64	0	#VI		a	i		#VI	#VI						M	1	1	3, 7, 4		3.0	3.0
64	64	1/8	VIIM7		a	i		VIIM7	VII	M	7				MM7	1	1	-2, 2, -1, 3		-2.0	-2.0
64	64	1/4	V7/iv		a	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0.0	0.0
64	64	3/8	ii		a	i		ii	ii						m	1	1	2, -1, 3		2.0	2.0
64	64	1/2	V65/iv		a	i		V65/iv	V		65		iv		Mm7	1	1	4, 1, -2, 0		0.0	4.0
65	65	0	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
65	65	3/16	i%7		a	i		i%7	i	%	7				%7	1	1	0, -1, 6, -2		0.0	0.0
65	65	1/4	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
65	65	7/16	i%7		a	i		i%7	i	%	7				%7	1	1	0, -1, 6, -2		0.0	0.0
65	65	1/2	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
65	65	5/8	#viio7/vii		a	i		#viio7/vii	#vii	o	7		vii		o7	1	1	3, 0, -3, -6		3.0	3.0
66	66	0	vii		a	i		vii	vii						m	1	1	-2, -5, -1		-2.0	-2.0
66	66	1/8	IV64		a	i		IV64	IV		64				M	1	1	0, -1, 3		-1.0	0.0
66	66	1/4	vii6(+6)		a	i		vii6(+6)	vii		6	+6			m	1	1	-5, -1, -2	1	-2.0	-5.0
66	66	1/2	#viio7/iv		a	i		#viio7/iv	#vii	o	7		iv		o7	1	1	4, 1, -2, -5		4.0	4.0
67	67	0	IV		a	i		IV	IV						M	1	1	-1, 3, 0		-1.0	-1.0
67	67	1/4	V43/VII		a	i		V43/VII	V		43		VII		Mm7	1	1	0, -3, -1, 3		-1.0	0.0
67	67	1/2	VII		a	i		VII	VII						M	1	1	-2, 2, -1		-2.0	-2.0
68	68	0	V7(#62)/iv		a	i		V7(#62)/iv	V		7	#62	iv		Mm7	1	1	-5, 4, 1, 3		0.0	-5.0
68	68	1/4	V7(2)/iv		a	i		V7(2)/iv	V		7	2	iv		Mm7	1	1	-5, 4, 1, -2		0.0	-5.0
68	68	5/8	V7/iv		a	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0.0	0.0
69	69	0	#vii%7		a	i		#vii%7	#vii	%	7				%7	1	1	5, 4, 11, 3		5.0	5.0
69	69	1/4	IM7		a	i		IM7	I	M	7				MM7	1	1	0, 4, 1, 5		0.0	0.0
69	69	3/8	ii		a	i		ii	ii						m	1	1	2, -1, 3		2.0	2.0
69	69	1/2	V7/#VI		a	i		V7/#VI	V		7		#VI		Mm7	1	1	4, 8, 5, 2		4.0	4.0
69	69	5/8	V65/#VI		a	i		V65/#VI	V		65		#VI		Mm7	1	1	8, 5, 2, 4		4.0	8.0
70	70	0	#vii%2		a	i		#vii%2	#vii	%	2				%7	1	1	3, 5, 4, 11		5.0	3.0
70	70	1/4	#vii%7		a	i		#vii%7	#vii	%	7				%7	1	1	5, 4, 11, 3		5.0	5.0
70	70	3/8	V65		a	i		V65	V		65				Mm7	1	1	5, 2, -1, 1		1.0	5.0
70	70	1/2	i(+4+2)		a	i		i(+4+2)	i			+4+2			m	1	1	0, -3, 1	-1, 2	0.0	0.0
70	70	5/8	ii%2		a	i		ii%2	ii	%	2				%7	1	1	0, 2, 1, 8		2.0	0.0
71	71	0	#vii%65		a	i		#vii%65	#vii	%	65				%7	1	1	4, 11, 3, 5		5.0	4.0
71	71	1/4	#iii		a	i		#iii	#iii						m	1	1	4, 1, 5		4.0	4.0
71	71	3/8	#viio64		a	i		#viio64	#vii	o	64				o	1	1	-1, 5, 2		5.0	-1.0
71	71	1/2	#iii65		a	i		#iii65	#iii		65				mm7	1	1	1, 5, 2, 4		4.0	1.0
71	71	5/8	V65/#VI		a	i		V65/#VI	V		65		#VI		Mm7	1	1	8, 5, 2, 4		4.0	8.0
72	72	0	#vii%2		a	i		#vii%2	#vii	%	2				%7	1	1	3, 5, 4, 11		5.0	3.0
73	73	0	.bV64		a	i		bV64	bV		64				M	1	1	-5, -6, -2		-6.0	-5.0
73	73	1/4	.bV6		a	i		bV6	bV		6				M	1	1	-2, -5, -6		-6.0	-2.0
73	73	1/2	.bV64		a	i		bV64	bV		64				M	1	1	-5, -6, -2		-6.0	-5.0
74	74	1/4	.bV6		a	i		bV6	bV		6				M	1	1	-2, -5, -6		-6.0	-2.0
74	74	1/2	.bV64		a	i		bV64	bV		64				M	1	1	-5, -6, -2		-6.0	-5.0
75	75	1/4	iii6		a	i		iii6	iii		6				m	1	1	-6, -2, -3		-3.0	-6.0
75	75	1/2	iii		a	i		iii	iii						m	1	1	-3, -6, -2		-3.0	-3.0
76	76	0	.bII	vii6	a	i		bII	bII						M	1	1	-5, -1, -4		-5.0	-5.0
76	76	1/4	vii64		a	i		vii64	vii		64				m	1	1	-1, -2, -5		-2.0	-1.0
76	76	1/2	vii6		a	i		vii6	vii		6				m	1	1	-5, -1, -2		-2.0	-5.0
77	77	0	V43/bI		a	i		V43/bI	V		43		bI		Mm7	1	1	-5, -8, -6, -2		-6.0	-5.0
77	77	1/4	V7/bV		a	i		V7/bV	V		7		bV		Mm7	1	1	-5, -1, -4, -7		-5.0	-5.0
77	77	1/2	.bIV6		a	i		bIV6	bIV		6				M	1	1	-4, -7, -8		-8.0	-4.0
78	78	0	V43/bI		a	i		V43/bI	V		43		bI		Mm7	1	1	-5, -8, -6, -2		-6.0	-5.0
78	78	1/4	V2/bI		a	i		V2/bI	V		2		bI		Mm7	1	1	-8, -6, -2, -5		-6.0	-8.0
78	78	1/2	V/bI		a	i		V/bI	V				bI		M	1	1	-6, -2, -5		-6.0	-6.0
79	79	0	V43/bI		a	i		V43/bI	V		43		bI		Mm7	1	1	-5, -8, -6, -2		-6.0	-5.0
79	79	1/4	V65/bI		a	i		V65/bI	V		65		bI		Mm7	1	1	-2, -5, -8, -6		-6.0	-2.0
79	79	1/2	V/bI		a	i		V/bI	V				bI		M	1	1	-6, -2, -5		-6.0	-6.0
80	80	0	#vi7		a	i		#vi7	#vi		7				mm7	1	1	3, 0, 4, 1		3.0	3.0
80	80	1/4	#iii		a	i		#iii	#iii						m	1	1	4, 1, 5		4.0	4.0
80	80	1/2	V		a	i		V	V						M	1	1	1, 5, 2		1.0	1.0
81	81	0	V7		a	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
81	81	1/4	V2		a	i		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1.0	-1.0
81	81	1/2	V7		a	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1.0	1.0
82	82	0	I64(4)		a	i		I64(4)	I		64	4			M	1	1	1, 0, -1		0.0	1.0
82	82	1/4	#viio6		a	i		#viio6	#vii	o	6				o	1	1	2, -1, 5		5.0	2.0
