mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	11	11	11a	93/2	93/2	3.0	3/8	3/8	9/8	2	1	I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	12	12	12a	99/2	99/2	1.5	0	0	9/8	2	1	ii65(2)	Db	I		ii65(2)	ii		65	2				mm7	0	0	-1, 3, 0, 4		2	-1
12	12	12	12a	51	51	3.0	3/8	3/8	9/8	2	1	ii65	Db	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
13	13	13	13a	54	54	1.5	0	0	9/8	2	1	V43/IV	Db	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
13	13	13	13a	111/2	111/2	0.75	3/8	3/8	9/8	2	1	V43(6)/IV	Db	I		V43(6)/IV	V		43	6	IV			Mm7	0	0	3, -2, 0, 4		0	3
13	13	13	13a	225/4	225/4	2.25	9/16	9/16	9/8	2	1	V43/IV	Db	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
14	14	14	14a	117/2	117/2	2.25	0	0	9/8	2	1	vi(4)	Db	I		vi(4)	vi			4				m	0	0	3, 2, 4		3	3
14	14	14	14a	243/4	243/4	2.25	9/16	9/16	9/8	2	1	vi	Db	I		vi	vi							m	0	0	3, 0, 4		3	3
15	15	15	15a	63	63	2.0	0	0	9/8	2	1	ii(2)	Db	I		ii(2)	ii			2				m	0	0	4, -1, 3		2	4
15	15	15	15a	65	65	1.5	1/2	1/2	9/8	2	1	ii	Db	I		ii	ii							m	0	0	2, -1, 3		2	2
15	15	15	15a	133/2	133/2	1.5	7/8	7/8	9/8	2	1	ii7	Db	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
16	16	16	16a	68	68	1.75	1/8	1/8	9/8	2	1	IV(4)	Db	I		IV(4)	IV			4				M	0	0	-1, 5, 0		-1	-1
16	16	16	16a	279/4	279/4	0.75	9/16	9/16	9/8	2	1	IV64	Db	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
16	16	16	16a	141/2	141/2	1.5	3/4	3/4	9/8	2	1	IV6	Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	17	17	17a	72	72	3.0	0	0	9/8	2	1	ii(2)	Db	I		ii(2)	ii			2				m	0	0	4, -1, 3		2	4
17	17	17	17a	75	75	1.5	3/4	3/4	9/8	2	1	ii	Db	I		ii	ii							m	0	0	2, -1, 3		2	2
18	18	18	18a	153/2	153/2	3.0	0	0	9/8	2	1	IV64	Db	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
18	18	18	18a	159/2	159/2	1.5	3/4	3/4	9/8	2	1	ii64	Db	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
19	19	19	19a	81	81	4.5	0	0	9/8	2	1	V7(+2)	Db	I		V7(+2)	V		7	+2				Mm7	0	0	1, 5, 2, -1	3	1	1
20	20	20	20a	171/2	171/2	4.5	0	0	9/8	2	1	#viio7/vi	Db	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
21	21	21	21a	90	90	4.5	0	0	9/8	2	1	IV6	Db	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
22	22	22	22a	189/2	189/2	4.5	0	0	9/8	2	1	vii%7	Db	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
23	23	23	23a	99	99	4.5	0	0	9/8	2	1	IV64	Db	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
24	24	24	24a	207/2	207/2	4.5	0	0	9/8	2	1	ii7	Db	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
25	25	25	25a	108	108	3.0	0	0	9/8	2	1	I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
25	25	25	25a	111	111	1.5	3/4	3/4	9/8	2	1	i6(+6)	Db	I		i6(+6)	i		6	+6				m	0	0	-3, 1, 0	3	0	-3
26	26	26	26a	225/2	225/2	3.0	0	0	9/8	2	1	V43(4)	Db	I		V43(4)	V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
26	26	26	26a	231/2	231/2	1.5	3/4	3/4	9/8	2	1	V7|HC}	Db	I		V7	V		7			HC	}	Mm7	0	0	1, 5, 2, -1		1	1
27	27	27	27a	117	117	1.5	0	0	9/8	2	1	I{	Db	I		I	I						{	M	0	0	0, 4, 1		0	0
27	27	27	27a	237/2	237/2	1.5	3/8	3/8	9/8	2	1	iii	Db	I		iii	iii							m	0	0	4, 1, 5		4	4
27	27	27	27a	120	120	1.5	3/4	3/4	9/8	2	1	bIII6	Db	I		bIII6	bIII		6					M	0	0	1, -2, -3		-3	1
28	28	28	28a	243/2	243/2	1.5	0	0	9/8	2	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
28	28	28	28a	123	123	1.5	3/8	3/8	9/8	2	1	iii	Db	I		iii	iii							m	0	0	4, 1, 5		4	4
28	28	28	28a	249/2	249/2	1.5	3/4	3/4	9/8	2	1	bIII6	Db	I		bIII6	bIII		6					M	0	0	1, -2, -3		-3	1
29	29	29	29a	126	126	4.5	0	0	9/8	2	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
30	30	30	30a	261/2	261/2	4.5	0	0	9/8	2	1	V7/V	Db	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
31	31	31	31a	135	135	1.5	0	0	9/8	2	1	V7(+2)	Db	I		V7(+2)	V		7	+2				Mm7	0	0	1, 5, 2, -1	3	1	1
31	31	31	31a	273/2	273/2	1.5	3/8	3/8	9/8	2	1	IV	Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	31	31a	138	138	1.5	3/4	3/4	9/8	2	1	iii	Db	I		iii	iii							m	0	0	4, 1, 5		4	4
32	32	32	32a	279/2	279/2	1.5	0	0	9/8	2	1	V7(+2)	Db	I		V7(+2)	V		7	+2				Mm7	0	0	1, 5, 2, -1	3	1	1
32	32	32	32a	141	141	1.5	3/8	3/8	9/8	2	1	IV	Db	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
32	32	32	32a	285/2	285/2	1.5	3/4	3/4	9/8	2	1	iii	Db	I		iii	iii							m	0	0	4, 1, 5		4	4
33	33	33	33a	144	144	4.5	0	0	9/8	2	1	ii	Db	I		ii	ii							m	0	0	2, -1, 3		2	2
34	34	34	34a	297/2	297/2	1.5	0	0	9/8	2	1	IV+64	Db	I		IV+64	IV	+	64					+	0	0	7, -1, 3		-1	7
34	34	34	34a	150	150	1.5	3/8	3/8	9/8	2	1	ii	Db	I		ii	ii							m	0	0	2, -1, 3		2	2
34	34	34	34a	303/2	303/2	1.5	3/4	3/4	9/8	2	1	V+	Db	I		V+	V	+						+	0	0	1, 5, 9		1	1
35	35	35	35a	153	153	1.5	0	0	9/8	2	1	I|IAC}{	Db	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
35	35	35	35a	309/2	309/2	1.5	3/8	3/8	9/8	2	1	iii	Db	I		iii	iii							m	0	0	4, 1, 5		4	4
35	35	35	35a	156	156	1.5	3/4	3/4	9/8	2	1	bIII6	Db	I		bIII6	bIII		6					M	0	0	1, -2, -3		-3	1
36	36	36	36a	315/2	315/2	1.5	0	0	9/8	2	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
36	36	36	36a	159	159	1.5	3/8	3/8	9/8	2	1	iii	Db	I		iii	iii							m	0	0	4, 1, 5		4	4
36	36	36	36a	321/2	321/2	1.5	3/4	3/4	9/8	2	1	#II.I6	Db	#II		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	37	37a	162	162	1.5	0	0	9/8	2	1	vi2	Db	#II		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
37	37	37	37a	327/2	327/2	1.5	3/8	3/8	9/8	2	1	vi7	Db	#II		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
37	37	37	37a	165	165	1.5	3/4	3/4	9/8	2	1	vi65	Db	#II		vi65	vi		65					mm7	0	0	0, 4, 1, 3		3	0
38	38	38	38a	333/2	333/2	1.5	0	0	9/8	2	1	ii6(2)	Db	#II		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
38	38	38	38a	168	168	1.5	3/8	3/8	9/8	2	1	ii	Db	#II		ii	ii							m	0	0	2, -1, 3		2	2
38	38	38	38a	339/2	339/2	1.5	3/4	3/4	9/8	2	1	ii(#7)	Db	#II		ii(#7)	ii			#7				m	0	0	2, -1, 3	7	2	2
39	39	39	39a	171	171	1.5	0	0	9/8	2	1	ii2	Db	#II		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
39	39	39	39a	345/2	345/2	1.5	3/8	3/8	9/8	2	1	vii%7	Db	#II		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
39	39	39	39a	174	174	1.5	3/4	3/4	9/8	2	1	IV6	Db	#II		IV6	IV		6					M	0	0	3, 0, -1		-1	3
40	40	40	40a	351/2	351/2	1.5	0	0	9/8	2	1	V7(+2)	Db	#II		V7(+2)	V		7	+2				Mm7	0	0	1, 5, 2, -1	3	1	1
40	40	40	40a	177	177	1.5	3/8	3/8	9/8	2	1	ii65	Db	#II		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
40	40	40	40a	357/2	357/2	1.5	3/4	3/4	9/8	2	1	ii43(2)	Db	#II		ii43(2)	ii		43	2				mm7	0	0	3, 0, 4, -1		2	3
41	41	41	41a	180	180	9.0	0	0	9/8	2	1	ii7	Db	#II		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
43	43	43	43a	189	189	3.0	0	0	9/8	2	1	I.V[V7(4)	Db	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
43	43	43	43a	192	192	1.5	3/4	3/4	9/8	2	1	V7	Db	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
44	44	44	44a	387/2	387/2	3.0	0	0	9/8	2	1	V7(4)	Db	I	V	V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
44	44	44	44a	393/2	393/2	1.5	3/4	3/4	9/8	2	1	V7	Db	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	45	45	45a	198	198	3.0	0	0	9/8	2	1	V7(42)	Db	I	V	V7(42)	V		7	42				Mm7	0	0	3, 0, 2, -1		1	3
45	45	45	45a	201	201	1.5	3/4	3/4	9/8	2	1	V7	Db	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
46	46	46	46a	405/2	405/2	3.0	0	0	9/8	2	1	V7(42)	Db	I	V	V7(42)	V		7	42				Mm7	0	0	3, 0, 2, -1		1	3
46	46	46	46a	411/2	411/2	1.5	3/4	3/4	9/8	2	1	V7]	Db	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
47	47	47	47a	207	207	1.5	0	0	9/8	2	1	ii65	Db	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
47	47	47	47a	417/2	417/2	1.5	3/8	3/8	9/8	2	1	ii43	Db	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
47	47	47	47a	210	210	1.5	3/4	3/4	9/8	2	1	vii%7	Db	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
48	48	48	48a	423/2	423/2	1.5	0	0	9/8	2	1	ii65	Db	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
48	48	48	48a	213	213	1.5	3/8	3/8	9/8	2	1	ii43	Db	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3
48	48	48	48a	429/2	429/2	1.5	3/4	3/4	9/8	2	1	vii%7	Db	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
49	49	49	49a	216	216	4.5	0	0	9/8	2	1	ii65	Db	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
50	50	50	50a	441/2	441/2	4.5	0	0	9/8	2	1	ii65(#4)	Db	I		ii65(#4)	ii		65	#4				mm7	0	0	-1, 8, 0, 2		2	-1
51	51	51	51a	225	225	4.5	0	0	9/8	2	1	iii[iii	Db	I	iii	iii	iii							m	0	0	4, 1, 5		4	4
52	52	52	52a	459/2	459/2	4.5	0	0	9/8	2	1	V7/vi	Db	I	iii	V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
53	53	53	53a	234	234	1.5	0	0	9/8	2	1	vi43(4)	Db	I	iii	vi43(4)	vi		43	4				mm7	0	0	4, 1, 3, 2		3	4
53	53	53	53a	471/2	471/2	3.0	3/8	3/8	9/8	2	1	vi43]	Db	I	iii	vi43	vi		43					mm7	0	0	4, 1, 3, 0		3	4
54	54	54	54a	477/2	477/2	1.5	0	0	9/8	2	1	V43(4)	Db	I		V43(4)	V		43	4				Mm7	0	0	2, -1, 1, 0		1	2
54	54	54	54a	240	240	3.0	3/8	3/8	9/8	2	1	V43	Db	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
55	55	55	55a	243	243	3.0	0	0	9/8	2	1	ii2	Db	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
55	55	55	55a	246	246	1.5	3/4	3/4	9/8	2	1	iii43	Db	I		iii43	iii		43					mm7	0	0	5, 2, 4, 1		4	5
56	56	56	56a	495/2	495/2	1.5	0	0	9/8	2	1	vii%7(64)	Db	I		vii%7(64)	vii	%	7	64				%7	0	0	5, 4, 1, 3		5	5
56	56	56	56a	249	249	1.5	3/8	3/8	9/8	2	1	vii%7	Db	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
56	56	56	56a	501/2	501/2	1.5	3/4	3/4	9/8	2	1	V7/vi	Db	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
57	57	57	57a	252	252	3.0	0	0	9/8	2	1	vi2	Db	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
57	57	57	57a	255	255	1.5	3/4	3/4	9/8	2	1	ii65	Db	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
58	58	58	58a	513/2	513/2	1.5	0	0	9/8	2	1	vi43(4)	Db	I		vi43(4)	vi		43	4				mm7	0	0	4, 1, 3, 2		3	4
58	58	58	58a	258	258	1.5	3/8	3/8	9/8	2	1	vi43	Db	I		vi43	vi		43					mm7	0	0	4, 1, 3, 0		3	4
58	58	58	58a	519/2	519/2	1.5	3/4	3/4	9/8	2	1	V7	Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	59	59	59a	261	261	1.5	0	0	9/8	2	1	I|IAC}{	Db	I		I	I					IAC	}{	M	0	0	0, 4, 1		0	0
59	59	59	59a	525/2	525/2	3.0	3/8	3/8	9/8	2	1	V7/IV	Db	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
60	60	60	60a	531/2	531/2	1.5	0	0	9/8	2	1	ii65(2)	Db	I		ii65(2)	ii		65	2				mm7	0	0	-1, 3, 0, 4		2	-1
60	60	60	60a	267	267	3.0	3/8	3/8	9/8	2	1	ii65	Db	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
61	61	61	61a	270	270	1.5	0	0	9/8	2	1	V43(2)/IV	Db	I		V43(2)/IV	V		43	2	IV			Mm7	0	0	1, -2, 2, 4		0	1
61	61	61	61a	543/2	543/2	3.0	3/8	3/8	9/8	2	1	V43/IV	Db	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
62	62	62	62a	549/2	549/2	3.0	0	0	9/8	2	1	vi(4)	Db	I		vi(4)	vi			4				m	0	0	3, 2, 4		3	3
62	62	62	62a	555/2	555/2	1.5	3/4	3/4	9/8	2	1	vi	Db	I		vi	vi							m	0	0	3, 0, 4		3	3
63	63	63	63a	279	279	1.5	0	0	9/8	2	1	I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
63	63	63	63a	561/2	561/2	1.5	3/8	3/8	9/8	2	1	vi64	Db	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
63	63	63	63a	282	282	1.5	3/4	3/4	9/8	2	1	I6	Db	I		I6	I		6					M	0	0	4, 1, 0		0	4
64	64	64	64a	567/2	567/2	4.5	0	0	9/8	2	1	ii7	Db	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
65	65	65	65a	288	288	1.5	0	0	9/8	2	1	V7	Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	65	65	65a	579/2	579/2	1.5	3/8	3/8	9/8	2	1	iii6	Db	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
65	65	65	65a	291	291	1.5	3/4	3/4	9/8	2	1	V7	Db	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	66	66a	585/2	585/2	1.5	0	0	9/8	2	1	I|PAC}	Db	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
66	66	66	66a	294	294	1.5	3/8	3/8	9/8	2	1	iii	Db	I		iii	iii							m	0	0	4, 1, 5		4	4
66	66	66	66a	591/2	591/2	1.5	3/4	3/4	9/8	2	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
67	67	67	67a	297	297	1.5	0	0	9/8	2	1	iii	Db	I		iii	iii							m	0	0	4, 1, 5		4	4
67	67	67	67a	597/2	597/2	1.5	3/8	3/8	9/8	2	1	bIII6	Db	I		bIII6	bIII		6					M	0	0	1, -2, -3		-3	1
67	67	67	67a	300	300	1.5	3/4	3/4	9/8	2	1	i64	Db	I		i64	i		64					m	0	0	1, 0, -3		0	1
68	68	68	68a	603/2	603/2	1.5	0	0	9/8	2	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
68	68	68	68a	303	303	1.5	3/8	3/8	9/8	2	1	iii	Db	I		iii	iii							m	0	0	4, 1, 5		4	4
68	68	68	68a	609/2	609/2	1.5	3/4	3/4	9/8	2	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
69	69	69	69a	306	306	1.5	0	0	9/8	2	1	iii	Db	I		iii	iii							m	0	0	4, 1, 5		4	4
69	69	69	69a	615/2	615/2	1.5	3/8	3/8	9/8	2	1	bIII6	Db	I		bIII6	bIII		6					M	0	0	1, -2, -3		-3	1
69	69	69	69a	309	309	1.5	3/4	3/4	9/8	2	1	i64	Db	I		i64	i		64					m	0	0	1, 0, -3		0	1
70	70	70	70a	621/2	621/2	1.5	0	0	9/8	2	1	bIII6	Db	I		bIII6	bIII		6					M	0	0	1, -2, -3		-3	1
70	70	70	70a	312	312	3.0	3/8	3/8	9/8	2	1	i64	Db	I		i64	i		64					m	0	0	1, 0, -3		0	1
71	71	71	71a	315	315	9.0	0	0	9/8	2	1	I	Db	I		I	I							M	0	0	0, 4, 1		0	0
