mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	250		articStaccatoBelow										
15	15	42	42	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	251		articStaccatoAbove										
15	15	169/4	169/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	252		articStaccatoAbove										
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	253		articStaccatoAbove										
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	254		articStaccatoAbove										
15	15	43	43	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	255		articStaccatoAbove										
15	15	173/4	173/4	0.08333333333333333	5/16	5/16	Chord	3/4	1	1	1/48		1/32	2/3	256									22			
15	15	130/3	130/3	0.08333333333333333	1/3	1/3	Chord	3/4	1	1	1/48		1/32	2/3	257									22			
15	15	521/12	521/12	0.08333333333333333	17/48	17/48	Chord	3/4	1	1	1/48		1/32	2/3	258									22			
15	15	87/2	87/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	259									22			
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	260												
15	15	44	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	261									23			
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	262									23			
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	263									23			
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	264												
15	15	42	42	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	265		articStaccatoBelow										
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	266		articStaccatoAbove										
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	267		articStaccatoAbove										
15	15	43	43	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	268		articStaccatoAbove										
15	15	173/4	173/4	0.08333333333333333	5/16	5/16	Chord	3/4	2	1	1/48		1/32	2/3	269									24			
15	15	130/3	130/3	0.08333333333333333	1/3	1/3	Chord	3/4	2	1	1/48		1/32	2/3	270									24			
15	15	521/12	521/12	0.08333333333333333	17/48	17/48	Chord	3/4	2	1	1/48		1/32	2/3	271									24			
15	15	87/2	87/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	272									24			
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	273									24			
15	15	44	44	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	274									24			
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	275									24			
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	276									24			
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	277									23			
16	16	46	46	0.0	1/4	1/4	StaffText	3/4	1	1	0							dim. molto									
16	16	46	46	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	278									25			
16	16	185/4	185/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	279									25			
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	280									25			
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	281									25			
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	282									25			
16	16	45	45	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	283												
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	284												
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	285												
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	286												
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	287												
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	288												
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	289												
16	16	45	45	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	290									24			
16	16	46	46	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	291												
16	16	185/4	185/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	292												
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	293												
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	294												
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	295												
16	16	45	45	0.25	0	0	Chord	3/4	2	2	1/16		1/16	1	296												
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16		1/16	1	297												
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	298												
16	16	46	46	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	299												
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	300												
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	301												
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	302												
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	303									25			
17	17	97/2	97/2	1.5	1/8	1/8	Chord	3/4	1	1	3/8		1/4	3/2	304									25			
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	305												
17	17	48	48	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	306												
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	307		articStaccatoBelow										
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	308		articStaccatoBelow										
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	309		articStaccatoBelow										
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	310		articStaccatoBelow										
17	17	48	48	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	311												
17	17	97/2	97/2	1.5	1/8	1/8	Chord	3/4	2	1	3/8		1/4	3/2	312												
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	313												
17	17	48	48	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	314												
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	315		articStaccatoBelow										
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	316		articStaccatoBelow										
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	317		articStaccatoBelow										
17	17	50	50	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	318		articStaccatoBelow										
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	319		articStaccatoBelow										
18	18	51	51	0.0	0	0	Dynamic	3/4	1	1	0					p											
18	18	103/2	103/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	320		articStaccatoBelow										
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	321		articStaccatoBelow										
18	18	52	52	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	322		articStaccatoBelow										
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	323		articStaccatoBelow										
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	324		articStaccatoBelow										
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	325		articStaccatoBelow										
18	18	53	53	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	326		articStaccatoBelow										
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	327		articStaccatoBelow										
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	328		articStaccatoBelow										
18	18	51	51	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	329												
18	18	103/2	103/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	330		articStaccatoAbove										
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	331		articStaccatoAbove										
18	18	52	52	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	332		articStaccatoAbove										
18	18	209/4	209/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	333		articStaccatoAbove										
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	334		articStaccatoAbove										
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	335		articStaccatoAbove										
18	18	53	53	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	336		articStaccatoBelow										
18	18	213/4	213/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	337		articStaccatoBelow										
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	338		articStaccatoBelow										
19	19	54	54	0.0	0	0	Dynamic	3/4	1	1	0					sf											
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	339												
19	19	109/2	109/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					p											
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	340		articStaccatoBelow										
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	341		articStaccatoBelow										
19	19	55	55	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	342		articStaccatoBelow										
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	343		articStaccatoBelow										
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	344		articStaccatoBelow										
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	345		articStaccatoBelow										
19	19	56	56	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	346		articStaccatoBelow										
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	347		articStaccatoBelow										
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	348		articStaccatoBelow										
19	19	54	54	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	349												
19	19	109/2	109/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	350		articStaccatoAbove										
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	351		articStaccatoAbove										
19	19	55	55	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	352		articStaccatoAbove										
19	19	221/4	221/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	353		articStaccatoAbove										
19	19	111/2	111/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	354		articStaccatoAbove										
19	19	223/4	223/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	355		articStaccatoAbove										
19	19	56	56	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	356		articStaccatoBelow										
19	19	225/4	225/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	357		articStaccatoBelow										
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	358		articStaccatoBelow										
20	20	57	57	0.0	0	0	Dynamic	3/4	1	1	0					f											
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	359												
20	20	115/2	115/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0					p											
20	20	115/2	115/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	360		articStaccatoBelow										
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	361		articStaccatoBelow										
20	20	58	58	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	362		articStaccatoBelow										
20	20	233/4	233/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	363		articStaccatoBelow										
20	20	117/2	117/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	364		articStaccatoBelow										
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	365		articStaccatoBelow										
20	20	59	59	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	366		articStaccatoBelow										
20	20	237/4	237/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	367		articStaccatoBelow										
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	368		articStaccatoBelow										
20	20	57	57	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	369												
20	20	115/2	115/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	370		articStaccatoAbove										
20	20	231/4	231/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	371		articStaccatoAbove										
20	20	58	58	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	372		articStaccatoAbove										
20	20	233/4	233/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	373		articStaccatoAbove										
20	20	117/2	117/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	374		articStaccatoAbove										
20	20	235/4	235/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	375		articStaccatoAbove										
20	20	59	59	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	376		articStaccatoBelow										
20	20	237/4	237/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	377		articStaccatoBelow										
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	378		articStaccatoBelow										
21	21	60	60	0.0	0	0	Dynamic	3/4	1	1	0					sf											
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	379												
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	380		articStaccatoBelow										
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	381		articStaccatoBelow										
21	21	61	61	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	382		articStaccatoBelow										
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	383		articStaccatoBelow										
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	384		articStaccatoBelow										
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	385		articStaccatoBelow										
21	21	62	62	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	386		articStaccatoBelow										
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	387		articStaccatoBelow										
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	388		articAccentBelow										
21	21	60	60	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	389												
21	21	121/2	121/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	390		articStaccatoAbove										
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	391		articStaccatoAbove										
21	21	61	61	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	392		articStaccatoAbove										
21	21	245/4	245/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	393		articStaccatoAbove										
21	21	123/2	123/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	394		articStaccatoAbove										
21	21	247/4	247/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	395		articStaccatoAbove										
21	21	62	62	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	396		articStaccatoAbove										
21	21	249/4	249/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	397		articStaccatoAbove										
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	398		articAccentAbove										
22	22	63	63	0.0	0	0	Dynamic	3/4	1	1	0					mf											
22	22	63	63	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	399									26			
22	22	253/4	253/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	400									26			
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	401									26			
22	22	64	64	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	402									26			
22	22	257/4	257/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	403									26			
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	404									26			
22	22	65	65	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	405									26			
22	22	261/4	261/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	406									26			
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	407									26			
22	22	63	63	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	408												
22	22	63	63	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	409									27			
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	410												
22	22	64	64	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	411									28			
22	22	259/4	259/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	412												
22	22	65	65	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	413									29			
22	22	263/4	263/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	414												
23	23	66	66	0.0	0	0	StaffText	3/4	1	1	0							dim.						26			
23	23	66	66	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	415									26			
23	23	265/4	265/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	416									26			
23	23	133/2	133/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	417									26			
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	418									26			
23	23	67	67	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	419												
23	23	66	66	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	420												
23	23	67	67	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	421									30			
23	23	269/4	269/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	422									30			
23	23	135/2	135/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	423									30			
23	23	271/4	271/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	424												
23	23	68	68	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	425									31			
23	23	273/4	273/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	426									31			
23	23	137/2	137/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	427									31			
23	23	275/4	275/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	428												
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	429									32			
23	23	67	67	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	430												
24	24	69	69	0.0	0	0	StaffText	3/4	1	1	0							più dim.									
24	24	69	69	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	431									33			
24	24	277/4	277/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	432									33			
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	433									33			
24	24	70	70	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	434									33			
24	24	281/4	281/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	435									33			
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	436									33			
24	24	71	71	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	437									33			
24	24	285/4	285/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	438									33			
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	439									33			
24	24	69	69	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	440												
24	24	69	69	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	441									34			
24	24	279/4	279/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	442												
24	24	70	70	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	443									35			
24	24	283/4	283/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	444												
24	24	71	71	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	445									36			
24	24	287/4	287/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	446												
25	25	72	72	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	447									33			
25	25	289/4	289/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	448									33			
25	25	145/2	145/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	449									33			
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	450									33			
25	25	73	73	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	451									33			
25	25	72	72	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	452												
25	25	73	73	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	453									37			
25	25	293/4	293/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	454									37			
25	25	147/2	147/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	455									37			
25	25	295/4	295/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	456												
25	25	74	74	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	457									38			
25	25	297/4	297/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	458									38			
25	25	149/2	149/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	459									38			
25	25	299/4	299/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	460												
25	25	72	72	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	461									39			
25	25	73	73	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	462									39			
26	26	75	75	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	463									33			
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	464									33			
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	465									33			
26	26	75	75	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	466												
26	26	301/4	301/4	0.0	1/16	1/16	Dynamic	3/4	1	2	0					p											
26	26	301/4	301/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	467												
26	26	151/2	151/2	0.0	1/8	1/8	StaffText	3/4	1	2	0							espr.									
26	26	151/2	151/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	468												
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	469												
26	26	76	76	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	470												
26	26	305/4	305/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	471												
26	26	153/2	153/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	472												
26	26	307/4	307/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	473												
26	26	77	77	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	474												
26	26	309/4	309/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	475												
26	26	155/2	155/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	476												
26	26	311/4	311/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	477												
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	478												
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	479												
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	480												
26	26	75	75	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	481												
27	27	78	78	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	482									33			
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	483									33			
27	27	80	80	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	484									33			
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	485									33			
27	27	78	78	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	486												
27	27	313/4	313/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	487												
27	27	157/2	157/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	488												
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	489												
27	27	79	79	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	490												
27	27	317/4	317/4	0.25	5/16	5/16	Chord	3/4	1	2	1/16		1/16	1	491												
27	27	159/2	159/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	492												
27	27	319/4	319/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	493												
27	27	80	80	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	494												
27	27	321/4	321/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	495												
27	27	161/2	161/2	0.25	5/8	5/8	Chord	3/4	1	2	1/16		1/16	1	496												
27	27	323/4	323/4	0.25	11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	497												
27	27	78	78	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	498												
27	27	159/2	159/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	499												
27	27	80	80	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	500												
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	501												
27	27	78	78	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	502												
28	28	81	81	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	503									33			
28	28	82	82	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	504									33			
28	28	83	83	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	505									33			
28	28	81	81	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	506												
28	28	325/4	325/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	507												
28	28	163/2	163/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	508												
28	28	327/4	327/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	509												
28	28	82	82	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	510												
