mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
8	8	21	21	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	120									11			1
8	8	85/4	85/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	121									11			1
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	122									11			1
8	8	22	22	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	123									11			1
8	8	89/4	89/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	124									11			1
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	125									11			1
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	126									11			1
8	8	23	23	0.0	1/2	1/2	Spanner	3/4	1	1	0													11			
8	8	23	23	0.0	1/2	1/2	Spanner	3/4	1	1	0													11		2	
8	8	23	23	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	127									11		2	
8	8	93/4	93/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	128									11		2	
8	8	47/2	47/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	129									11		2	
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	130											2	
8	8	21	21	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	131											2	
8	8	21	21	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	132												
8	8	23	23	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	133												
8	8	47/2	47/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	134												
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	135												
8	8	21	21	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	136									14			
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	137									14			
8	8	22	22	0.75	1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	138									14			
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	139									14			
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	140												
9	9	24	24	0.0	0	0	Spanner	3/4	1	1	0																
9	9	24	24	0.0	0	0	Spanner	3/4	1	1	0																2
9	9	24	24	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	141												2
9	9	97/4	97/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	142												2
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	143												2
9	9	25	25	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	144												2
9	9	101/4	101/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	145												2
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	146												2
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	147												2
9	9	26	26	0.0	1/2	1/2	Spanner	3/4	1	1	0																
9	9	26	26	0.0	1/2	1/2	Spanner	3/4	1	1	0															3	
9	9	26	26	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	148											3	
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	149											3	
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	150											3	
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	151											3	
9	9	24	24	3.0	0	0	Chord	3/4	1	2	3/4		1/2	3/2	152											3	
9	9	24	24	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	153												
9	9	26	26	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	154												
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	155												
9	9	24	24	0.75	0	0	Chord	3/4	2	2	3/16		1/8	3/2	156									15			
9	9	99/4	99/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	157									15			
9	9	25	25	0.75	1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	158									15			
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	159									15			
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	160												
10	10	27	27	0.0	0	0	StaffText	3/4	1	1	0							più									
10	10	27	27	0.0	0	0	Dynamic	3/4	1	1	0					p											
10	10	27	27	0.0	0	0	Spanner	3/4	1	1	0																
10	10	27	27	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	161												
10	10	27	27	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	162									16			
10	10	109/4	109/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	163									16			
10	10	55/2	55/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	164									16			
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	165									16			
10	10	28	28	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	166												
10	10	113/4	113/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	167		articStaccatoAbove										
10	10	57/2	57/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	168		articStaccatoAbove										
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	169		articStaccatoAbove										
10	10	29	29	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	170		articStaccatoAbove										
10	10	117/4	117/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	171		articStaccatoAbove										
10	10	59/2	59/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	172		articStaccatoAbove										
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	173		articStaccatoAbove										
10	10	27	27	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	174												
11	11	30	30	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	175												
11	11	30	30	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	176									17			
11	11	121/4	121/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	177									17			
11	11	61/2	61/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	178									17			
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	179									17			
11	11	31	31	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	180												
11	11	125/4	125/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	181		articStaccatoAbove										
11	11	63/2	63/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	182		articStaccatoAbove										
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	183		articStaccatoAbove										
11	11	32	32	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	184		articStaccatoAbove										
11	11	129/4	129/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	185		articStaccatoAbove										
11	11	65/2	65/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	186		articStaccatoAbove										
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	187		articStaccatoAbove										
11	11	30	30	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	188												
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	189												
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	190												
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	191												
12	12	33	33	0.0	0	0	Dynamic	3/4	1	2	0					p											
12	12	33	33	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	192		articStaccatoBelow										
12	12	133/4	133/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	193		articStaccatoBelow										
12	12	67/2	67/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	194		articStaccatoBelow										
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	195		articStaccatoBelow										
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	196		articStaccatoBelow										
12	12	69/2	69/2	0.0	3/8	3/8	Chord	3/4	1	2	0	grace16	1/16	1	197												
12	12	69/2	69/2	0.0	3/8	3/8	Chord	3/4	1	2	0	grace16	1/16	1	198												
12	12	69/2	69/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	199									18			
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	200												
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	201		articStaccatoBelow										
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	202		articStaccatoBelow										
12	12	33	33	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	203		articStaccatoBelow										
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	204		articStaccatoBelow										
12	12	34	34	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	205		articStaccatoBelow										
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	206		articStaccatoBelow										
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	207		articStaccatoBelow										
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	208		articStaccatoBelow										
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	209												
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	210												
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	211												
13	13	36	36	0.25	0	0	Chord	3/4	1	2	1/16		1/16	1	212									19			
13	13	145/4	145/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16		1/16	1	213												
13	13	73/2	73/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16		1/16	1	214		articStaccatoBelow										
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	215		articStaccatoBelow										
13	13	37	37	0.25	1/4	1/4	Chord	3/4	1	2	1/16		1/16	1	216		articStaccatoBelow										
13	13	149/4	149/4	0.08333333333333333	5/16	5/16	Chord	3/4	1	2	1/48		1/32	2/3	217									20			
13	13	112/3	112/3	0.08333333333333333	1/3	1/3	Chord	3/4	1	2	1/48		1/32	2/3	218									20			
13	13	449/12	449/12	0.08333333333333333	17/48	17/48	Chord	3/4	1	2	1/48		1/32	2/3	219									20			
13	13	75/2	75/2	0.25	3/8	3/8	Chord	3/4	1	2	1/16		1/16	1	220									20			
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	221												
13	13	38	38	0.25	1/2	1/2	Chord	3/4	1	2	1/16		1/16	1	222									21			
13	13	153/4	153/4	0.25	9/16	9/16	Chord	3/4	1	2	1/16		1/16	1	223									21			
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	224												
13	13	36	36	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	225		articStaccatoBelow										
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	226		articStaccatoBelow										
13	13	37	37	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	227		articStaccatoBelow										
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	228		articStaccatoBelow										
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	229		articStaccatoBelow										
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	230		articStaccatoBelow										
14	14	39	39	0.25	0	0	Chord	3/4	1	1	1/16		1/16	1	231												
14	14	157/4	157/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	232												
14	14	79/2	79/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	233												
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	234												
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	235												
14	14	81/2	81/2	0.0	3/8	3/8	Chord	3/4	1	1	0	grace16	1/16	1	236												
14	14	81/2	81/2	0.0	3/8	3/8	Chord	3/4	1	1	0	grace16	1/16	1	237												
14	14	81/2	81/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	238												
14	14	163/4	163/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	239												
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	240												
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	241												
14	14	79/2	79/2	0.0	1/8	1/8	StaffText	3/4	1	2	0							poco cresc.									
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	242												
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	243												
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	244												
14	14	39	39	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	245		articStaccatoBelow										
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	246		articStaccatoBelow										
14	14	40	40	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	247		articStaccatoBelow										
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	248		articStaccatoBelow										
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	249		articStaccatoBelow										
