mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
48	48	429/2	429/2	1.0	3/4	3/4	Chord	9/8	1	1	1/4		1/4	1	843									93			
48	48	431/2	431/2	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	844												
48	48	423/2	423/2	0.25	0	0	Chord	9/8	1	2	1/16		1/16	1	845												
48	48	847/4	847/4	0.25	1/16	1/16	Chord	9/8	1	2	1/16		1/16	1	846									94			
48	48	212	212	0.25	1/8	1/8	Chord	9/8	1	2	1/16		1/16	1	847									94			
48	48	849/4	849/4	0.25	3/16	3/16	Chord	9/8	1	2	1/16		1/16	1	848									94			
48	48	425/2	425/2	0.25	1/4	1/4	Chord	9/8	1	2	1/16		1/16	1	849									94			
48	48	851/4	851/4	0.25	5/16	5/16	Chord	9/8	1	2	1/16		1/16	1	850												
48	48	853/4	853/4	0.25	7/16	7/16	Chord	9/8	1	2	1/16		1/16	1	851									95			
48	48	427/2	427/2	0.25	1/2	1/2	Chord	9/8	1	2	1/16		1/16	1	852									95			
48	48	855/4	855/4	0.25	9/16	9/16	Chord	9/8	1	2	1/16		1/16	1	853									95			
48	48	214	214	0.25	5/8	5/8	Chord	9/8	1	2	1/16		1/16	1	854									95			
48	48	857/4	857/4	0.25	11/16	11/16	Chord	9/8	1	2	1/16		1/16	1	855												
48	48	429/2	429/2	0.25	3/4	3/4	Chord	9/8	1	2	1/16		1/16	1	856									96			
48	48	859/4	859/4	0.25	13/16	13/16	Chord	9/8	1	2	1/16		1/16	1	857									96			
48	48	215	215	0.25	7/8	7/8	Chord	9/8	1	2	1/16		1/16	1	858									96			
48	48	861/4	861/4	0.25	15/16	15/16	Chord	9/8	1	2	1/16		1/16	1	859									96			
48	48	431/2	431/2	0.25	1	1	Chord	9/8	1	2	1/16		1/16	1	860									96			
48	48	863/4	863/4	0.25	17/16	17/16	Chord	9/8	1	2	1/16		1/16	1	861												
48	48	423/2	423/2	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	862												
48	48	423/2	423/2	1.0	0	0	Chord	9/8	2	2	1/4		1/4	1	863									97			
48	48	425/2	425/2	0.5	1/4	1/4	Chord	9/8	2	2	1/8		1/8	1	864									97			
48	48	213	213	1.0	3/8	3/8	Chord	9/8	2	2	1/4		1/4	1	865									97			
48	48	214	214	0.5	5/8	5/8	Chord	9/8	2	2	1/8		1/8	1	866									97			
48	48	429/2	429/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	867												
49	49	216	216	3.0	0	0	Chord	9/8	1	1	3/4		1/2	3/2	868									98			
49	49	219	219	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	869									98			
49	49	216	216	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	870									99			
49	49	865/4	865/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	871									99			
49	49	433/2	433/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	872									99			
49	49	867/4	867/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	873									99			
49	49	217	217	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	874									99			
49	49	869/4	869/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	875												
49	49	435/2	435/2	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	876									100			
49	49	871/4	871/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	877									100			
49	49	218	218	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	878									100			
49	49	873/4	873/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	879									100			
49	49	437/2	437/2	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	880									100			
49	49	875/4	875/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	881												
49	49	219	219	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	882									101			
49	49	877/4	877/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	883									101			
49	49	439/2	439/2	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	884									101			
49	49	879/4	879/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	885									101			
49	49	220	220	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	886									101			
49	49	881/4	881/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	887												
49	49	216	216	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	888												
49	49	219	219	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	889												
50	50	441/2	441/2	1.5	0	0	Chord	9/8	1	1	3/8		1/4	3/2	890									98			
50	50	222	222	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	891									98			
50	50	447/2	447/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	892												
50	50	441/2	441/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	893									102			
50	50	883/4	883/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	894									102			
50	50	221	221	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	895									102			
50	50	885/4	885/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	896									102			
50	50	443/2	443/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	897									102			
50	50	887/4	887/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	898												
50	50	222	222	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	899									103			
50	50	889/4	889/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	900									103			
50	50	445/2	445/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	901									103			
50	50	891/4	891/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	902									103			
50	50	223	223	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	903									103			
50	50	893/4	893/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	904												
50	50	447/2	447/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	905									104			
50	50	895/4	895/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	906									104			
50	50	224	224	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	907									104			
50	50	897/4	897/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	908									104			
50	50	449/2	449/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	909									104			
50	50	899/4	899/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	910												
50	50	441/2	441/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	911												
50	50	447/2	447/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	912												
51	51	225	225	0.0	0	0	StaffText	9/8	1	1	0							Tempo I									
51	51	225	225	0.0	0	0	Dynamic	9/8	1	1	0					ppp											
51	51	453/2	453/2	0.0	3/8	3/8	Spanner	9/8	1	1	0														1		
51	51	453/2	453/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	913									105	1		
51	51	228	228	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	914									105	1		
51	51	225	225	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	915									106			
51	51	901/4	901/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	916									106			
51	51	451/2	451/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	917									106			
51	51	903/4	903/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	918									106			
51	51	226	226	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	919									106			
51	51	905/4	905/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	920									106			
51	51	225	225	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	921		articTenutoBelow										
51	51	228	228	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	922		articTenutoBelow										
52	52	459/2	459/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	923									105	1		
52	52	230	230	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	924									105	1		
52	52	461/2	461/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	925									105	1		
52	52	231	231	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	926									105	1		
52	52	459/2	459/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	927									107			
52	52	919/4	919/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	928									107			
52	52	230	230	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	929									107			
52	52	921/4	921/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	930									107			
52	52	461/2	461/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	931									107			
52	52	923/4	923/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	932												
52	52	459/2	459/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	933		articTenutoBelow										
52	52	465/2	465/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	934		articTenutoBelow										
53	53	234	234	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	935									105	1		
53	53	469/2	469/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	936									105	1		
53	53	235	235	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	937									105	1		
53	53	471/2	471/2	0.75	3/8	3/8	Chord	9/8	1	1	3/16		1/8	3/2	938									105	1		
53	53	945/4	945/4	0.75	9/16	9/16	Chord	9/8	1	1	3/16		1/8	3/2	939									105	1		
53	53	237	237	0.75	3/4	3/4	Chord	9/8	1	1	3/16		1/8	3/2	940									105	1		
53	53	951/4	951/4	0.75	15/16	15/16	Chord	9/8	1	1	3/16		1/8	3/2	941									105	1		
53	53	234	234	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	942									108			
53	53	937/4	937/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	943									108			
53	53	469/2	469/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	944									108			
53	53	939/4	939/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	945									108			
53	53	235	235	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	946									108			
53	53	941/4	941/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	947												
53	53	234	234	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	948		articTenutoBelow										
53	53	237	237	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	949		articTenutoBelow										
54	54	477/2	477/2	0.25	0	0	Chord	9/8	1	1	1/16		1/16	1	950									105	1		
54	54	239	239	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	951									105	1		
54	54	479/2	479/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	952									105	1		
54	54	240	240	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	953										1		
54	54	477/2	477/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	954									109			
54	54	955/4	955/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	955									109			
54	54	239	239	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	956									109			
54	54	957/4	957/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	957									109			
54	54	479/2	479/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	958									109			
54	54	959/4	959/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	959												
54	54	477/2	477/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	960		articTenutoBelow										
54	54	483/2	483/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	961		articTenutoBelow										
55	55	243	243	0.0	0	0	Spanner	9/8	1	1	0																
55	55	487/2	487/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	962									110			
55	55	244	244	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	963									110			
55	55	489/2	489/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	964									110			
55	55	245	245	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	965									110			
55	55	491/2	491/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	966									110			
55	55	246	246	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	967									110			
55	55	493/2	493/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	968									110			
55	55	247	247	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	969									110			
55	55	489/2	489/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	970												
55	55	246	246	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	971												
55	55	243	243	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	972									111			
55	55	973/4	973/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	973									111			
55	55	487/2	487/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	974									111			
55	55	975/4	975/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	975									111			
55	55	244	244	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	976									111			
55	55	977/4	977/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	977												
55	55	246	246	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	978												
55	55	243	243	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	979		articTenutoBelow							112			
55	55	246	246	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	980												
56	56	495/2	495/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	981									110			
56	56	248	248	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	982									110			
56	56	497/2	497/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	983									110			
56	56	249	249	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	984									110			
56	56	501/2	501/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	985									110			
56	56	495/2	495/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	986									113			
56	56	991/4	991/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	987									113			
56	56	248	248	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	988									113			
56	56	993/4	993/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	989									113			
56	56	497/2	497/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	990									113			
56	56	995/4	995/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	991												
56	56	249	249	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	992												
56	56	501/2	501/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	993												
56	56	495/2	495/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	994									114			
56	56	501/2	501/2	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	995												
57	57	252	252	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	996									110			
57	57	505/2	505/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	997									110			
57	57	253	253	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	998									110			
57	57	507/2	507/2	0.5	3/8	3/8	Chord	9/8	1	1	1/8		1/8	1	999									110			
57	57	254	254	0.5	1/2	1/2	Chord	9/8	1	1	1/8		1/8	1	1000									110			
57	57	509/2	509/2	0.5	5/8	5/8	Chord	9/8	1	1	1/8		1/8	1	1001									110			
57	57	255	255	0.5	3/4	3/4	Chord	9/8	1	1	1/8		1/8	1	1002									110			
57	57	511/2	511/2	0.5	7/8	7/8	Chord	9/8	1	1	1/8		1/8	1	1003									110			
57	57	256	256	0.5	1	1	Chord	9/8	1	1	1/8		1/8	1	1004									110			
57	57	507/2	507/2	1.5	3/8	3/8	Chord	9/8	1	2	3/8		1/4	3/2	1005												
57	57	255	255	1.5	3/4	3/4	Chord	9/8	1	2	3/8		1/4	3/2	1006												
57	57	252	252	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1007									115			
57	57	1009/4	1009/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1008									115			
57	57	505/2	505/2	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1009									115			
57	57	1011/4	1011/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1010									115			
57	57	253	253	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1011									115			
57	57	1013/4	1013/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1012												
57	57	255	255	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1013												
57	57	252	252	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	1014									116			
57	57	255	255	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	1015												
58	58	513/2	513/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	1016									110			
58	58	257	257	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	1017									110			
58	58	515/2	515/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	1018									110			
58	58	258	258	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1019									110			
58	58	519/2	519/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1020												
58	58	513/2	513/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1021									117			
58	58	1027/4	1027/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1022									117			
58	58	257	257	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1023									117			
58	58	1029/4	1029/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1024									117			
58	58	515/2	515/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1025									117			
58	58	1031/4	1031/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1026												
58	58	519/2	519/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1027												
58	58	513/2	513/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	1028												
58	58	519/2	519/2	0.75	3/4	3/4	Chord	9/8	2	2	3/16		1/8	3/2	1029												
58	58	1041/4	1041/4	0.75	15/16	15/16	Chord	9/8	2	2	3/16		1/8	3/2	1030												
59	59	261	261	0.0	0	0	Dynamic	9/8	1	1	0					pp											
59	59	525/2	525/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1031												
59	59	264	264	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1032												
59	59	261	261	0.5	0	0	Chord	9/8	2	1	1/8		1/8	1	1033									118			
59	59	523/2	523/2	0.5	1/8	1/8	Chord	9/8	2	1	1/8		1/8	1	1034									118			
59	59	262	262	0.5	1/4	1/4	Chord	9/8	2	1	1/8		1/8	1	1035									118			
59	59	525/2	525/2	3.0	3/8	3/8	Chord	9/8	2	1	3/4		1/2	3/2	1036									118			
59	59	525/2	525/2	3.0	3/8	3/8	Chord	9/8	2	2	3/4		1/2	3/2	1037		articAccentBelow										
59	59	261	261	3.0	0	0	Chord	9/8	2	3	3/4		1/2	3/2	1038												
60	60	531/2	531/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	1039												
60	60	266	266	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	1040												
60	60	533/2	533/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	1041												
60	60	267	267	3.0	3/8	3/8	Chord	9/8	1	1	3/4		1/2	3/2	1042												
60	60	266	266	1.0	1/8	1/8	Chord	9/8	1	2	1/4		1/4	1	1043												
60	60	267	267	3.0	3/8	3/8	Chord	9/8	1	2	3/4		1/2	3/2	1044												
60	60	266	266	1.0	1/8	1/8	Chord	9/8	2	1	1/4		1/4	1	1045									118			
60	60	267	267	3.0	3/8	3/8	Chord	9/8	2	1	3/4		1/2	3/2	1046									118			
60	60	531/2	531/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	1047												
61	61	270	270	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	1048												
61	61	541/2	541/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	1049												
61	61	271	271	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	1050												
61	61	543/2	543/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1051												
61	61	273	273	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1052												
61	61	541/2	541/2	1.0	1/8	1/8	Chord	9/8	1	2	1/4		1/4	1	1053												
61	61	541/2	541/2	1.0	1/8	1/8	Chord	9/8	2	1	1/4		1/4	1	1054									118			
61	61	543/2	543/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	1055									118			
61	61	273	273	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1056									118			
61	61	543/2	543/2	1.5	3/8	3/8	Chord	9/8	2	2	3/8		1/4	3/2	1057												
61	61	273	273	1.5	3/4	3/4	Chord	9/8	2	2	3/8		1/4	3/2	1058												
61	61	270	270	3.0	0	0	Chord	9/8	2	3	3/4		1/2	3/2	1059												
62	62	549/2	549/2	0.5	0	0	Chord	9/8	1	1	1/8		1/8	1	1060												
62	62	275	275	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	1061												
62	62	551/2	551/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	1062												
62	62	276	276	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1063												
62	62	555/2	555/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1064												
62	62	275	275	1.0	1/8	1/8	Chord	9/8	1	2	1/4		1/4	1	1065												
62	62	276	276	3.0	3/8	3/8	Chord	9/8	1	2	3/4		1/2	3/2	1066												
62	62	275	275	1.0	1/8	1/8	Chord	9/8	2	1	1/4		1/4	1	1067									118			
62	62	276	276	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	1068									118			
62	62	555/2	555/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1069												
62	62	275	275	1.0	1/8	1/8	Chord	9/8	2	2	1/4		1/4	1	1070												
62	62	276	276	3.0	3/8	3/8	Chord	9/8	2	2	3/4		1/2	3/2	1071												
62	62	549/2	549/2	3.0	0	0	Chord	9/8	2	3	3/4		1/2	3/2	1072												
63	63	559/2	559/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	1073									119			
63	63	280	280	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	1074									119			
63	63	561/2	561/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1075									119			
63	63	282	282	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1076												
63	63	559/2	559/2	1.0	1/8	1/8	Chord	9/8	1	2	1/4		1/4	1	1077									120			
63	63	279	279	3.0	0	0	Chord	9/8	2	1	3/4		1/2	3/2	1078												
63	63	282	282	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1079												
64	64	284	284	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	1080									121			
64	64	569/2	569/2	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	1081									121			
64	64	285	285	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1082									121			
64	64	573/2	573/2	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1083												
64	64	284	284	1.0	1/8	1/8	Chord	9/8	1	2	1/4		1/4	1	1084									122			
64	64	285	285	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	1085									123			
64	64	573/2	573/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1086												
64	64	567/2	567/2	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	1087												
65	65	577/2	577/2	0.5	1/8	1/8	Chord	9/8	1	1	1/8		1/8	1	1088									124			
65	65	289	289	0.5	1/4	1/4	Chord	9/8	1	1	1/8		1/8	1	1089									124			
65	65	579/2	579/2	1.5	3/8	3/8	Chord	9/8	1	1	3/8		1/4	3/2	1090									124			
65	65	291	291	1.5	3/4	3/4	Chord	9/8	1	1	3/8		1/4	3/2	1091												
65	65	577/2	577/2	1.0	1/8	1/8	Chord	9/8	1	2	1/4		1/4	1	1092												
65	65	288	288	0.75	0	0	Chord	9/8	2	1	3/16		1/8	3/2	1093									125			
65	65	1155/4	1155/4	0.75	3/16	3/16	Chord	9/8	2	1	3/16		1/8	3/2	1094									125			
65	65	579/2	579/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8		1/4	3/2	1095									125			
65	65	291	291	1.5	3/4	3/4	Chord	9/8	2	1	3/8		1/4	3/2	1096												
65	65	288	288	3.0	0	0	Chord	9/8	2	2	3/4		1/2	3/2	1097												
66	66	585/2	585/2	0.0	0	0	Dynamic	9/8	2	1	0					pp											
66	66	585/2	585/2	0.0	0	0	StaffText	9/8	2	1	0							morendo jusqu'à la fin									
66	66	585/2	585/2	0.25	0	0	Chord	9/8	2	1	1/16		1/16	1	1098									126			
66	66	1171/4	1171/4	0.25	1/16	1/16	Chord	9/8	2	1	1/16		1/16	1	1099									126			
66	66	293	293	0.25	1/8	1/8	Chord	9/8	2	1	1/16		1/16	1	1100									126			
66	66	1173/4	1173/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16		1/16	1	1101									126			
66	66	587/2	587/2	0.25	1/4	1/4	Chord	9/8	2	1	1/16		1/16	1	1102									126			
66	66	1175/4	1175/4	0.25	5/16	5/16	Chord	9/8	2	1	1/16		1/16	1	1103												
66	66	294	294	0.25	3/8	3/8	Chord	9/8	2	1	1/16		1/16	1	1104									127			
66	66	1177/4	1177/4	0.25	7/16	7/16	Chord	9/8	2	1	1/16		1/16	1	1105									127			
66	66	589/2	589/2	0.25	1/2	1/2	Chord	9/8	2	1	1/16		1/16	1	1106									127			
66	66	1179/4	1179/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16		1/16	1	1107									127			
66	66	295	295	0.25	5/8	5/8	Chord	9/8	2	1	1/16		1/16	1	1108									127			
66	66	1181/4	1181/4	0.25	11/16	11/16	Chord	9/8	2	1	1/16		1/16	1	1109												
66	66	591/2	591/2	0.25	3/4	3/4	Chord	9/8	2	1	1/16		1/16	1	1110									128			
66	66	1183/4	1183/4	0.25	13/16	13/16	Chord	9/8	2	1	1/16		1/16	1	1111									128			
66	66	296	296	0.25	7/8	7/8	Chord	9/8	2	1	1/16		1/16	1	1112									128			
66	66	1185/4	1185/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16		1/16	1	1113									128			
66	66	593/2	593/2	0.25	1	1	Chord	9/8	2	1	1/16		1/16	1	1114									128			
66	66	1187/4	1187/4	0.25	17/16	17/16	Chord	9/8	2	1	1/16		1/16	1	1115												
