mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
2	2	31/4	31/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	23											0	
2	2	4	4	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	24											0	
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	25												
2	2	4	4	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	26												
3	3	8	8	0.0	0	0	Spanner	4/4	1	1	0																
3	3	8	8	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	27									2			
3	3	33/4	33/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	28									2			
3	3	17/2	17/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	29									2			
3	3	35/4	35/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	30									2			
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	31									2			
3	3	10	10	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	32									2			
3	3	41/4	41/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	33									2			
3	3	21/2	21/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	34									2			
3	3	43/4	43/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	35									2			
3	3	11	11	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	36									2			
3	3	45/4	45/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	37									2			
3	3	23/2	23/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	38									2			
3	3	47/4	47/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	39												
3	3	8	8	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	40												
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	41												
3	3	8	8	4.0	0	0	Chord	4/4	2	1	1		1	1	42												
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	43									3			
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	44												
4	4	12	12	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	45									4			
4	4	49/4	49/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	46									4			
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	47									4			
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	48									4			
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	49									4			
4	4	14	14	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	50									4			
4	4	57/4	57/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	51									4			
4	4	29/2	29/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	52									4			
4	4	59/4	59/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	53									4			
4	4	15	15	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	54									4			
4	4	61/4	61/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	55									4			
4	4	31/2	31/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	56									4			
4	4	63/4	63/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	57									4			
4	4	12	12	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	58												
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	59												
4	4	12	12	4.0	0	0	Chord	4/4	2	1	1		1	1	60												
4	4	12	12	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	61									5			
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	62												
5	5	16	16	0.0	0	0	Spanner	4/4	1	1	0													4			0
5	5	16	16	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	63									4			0
5	5	65/4	65/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	64									4			0
5	5	33/2	33/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	65									4			0
5	5	67/4	67/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	66									4			0
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	67									4			0
5	5	18	18	0.0	1/2	1/2	Spanner	4/4	1	1	0													4			
5	5	18	18	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	68									4			
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	69									4			
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	70									4			
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	71									4			
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	72												
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	73												
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	74												
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	75												
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	76									6			
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	77									6			
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	78									6			
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	79									6			
5	5	17	17	3.0	1/4	1/4	Chord	4/4	2	2	3/4		1/2	3/2	80												
6	6	20	20	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	81									4			
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	82									4			
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	83									4			
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	84									4			
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	85									4			
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	86									4			
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	87									4			
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	88									4			
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	89												
6	6	20	20	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	90												
6	6	21	21	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	91												
6	6	43/2	43/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	92												
6	6	87/4	87/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	93												
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	94												
6	6	20	20	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	95									6			
6	6	81/4	81/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	96									6			
6	6	41/2	41/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	97									6			
6	6	83/4	83/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	98									6			
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	99									6			
6	6	22	22	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	100									6			
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	101												
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	102												
6	6	20	20	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	103												
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	104												
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	105												
7	7	24	24	0.0	0	0	Dynamic	4/4	1	1	0					f											
7	7	26	26	0.0	1/2	1/2	Dynamic	4/4	1	1	0					sf											
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	106									7			
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	107												
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	108												
7	7	24	24	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	109		articAccentBelow							8			
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	110												
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	2	1/8		1/8	1	111		articAccentAbove										
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	112		articAccentBelow										
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	113												
8	8	28	28	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	114									7			
8	8	113/4	113/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	115									7			
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	116									7			
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	117									7			
8	8	29	29	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	118									7			
8	8	117/4	117/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	119									7			
8	8	59/2	59/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	120									7			
8	8	119/4	119/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	121									7			
8	8	30	30	0.0	1/2	1/2	Spanner	4/4	1	1	0													7		1	
8	8	30	30	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	122									7		1	
8	8	121/4	121/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	123									7		1	
8	8	61/2	61/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	124									7		1	
8	8	123/4	123/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	125									7		1	
8	8	31	31	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	126									7		1	
8	8	125/4	125/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	127									7		1	
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	128									7		1	
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	129											1	
8	8	28	28	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	130											1	
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	131												
8	8	28	28	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	132												
9	9	32	32	0.0	0	0	Dynamic	4/4	1	1	0					p											
9	9	32	32	0.0	0	0	Spanner	4/4	1	1	0																
9	9	32	32	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	133									9			
9	9	129/4	129/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	134									9			
9	9	65/2	65/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	135									9			
9	9	131/4	131/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	136									9			
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	137									9			
9	9	34	34	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	138									9			
9	9	137/4	137/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	139									9			
9	9	69/2	69/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	140									9			
9	9	139/4	139/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	141									9			
9	9	35	35	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	142									9			
9	9	141/4	141/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	143									9			
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	144									9			
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	145												
9	9	32	32	4.0	0	0	Chord	4/4	2	1	1		1	1	146												
9	9	32	32	2.0	0	0	Chord	4/4	2	2	1/2		1/2	1	147									10			
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	2	1/2		1/2	1	148									10			
10	10	36	36	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	149									11			
10	10	145/4	145/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	150									11			
10	10	73/2	73/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	151									11			
10	10	147/4	147/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	152									11			
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	153									11			
10	10	38	38	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	154									11			
10	10	153/4	153/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	155									11			
10	10	77/2	77/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	156									11			
10	10	155/4	155/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	157									11			
10	10	39	39	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	158									11			
10	10	157/4	157/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	159									11			
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	160									11			
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	161												
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	162												
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	163												
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	164												
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	165		articAccentAbove							12			
11	11	42	42	0.0	1/2	1/2	Spanner	4/4	1	1	0													12		2	
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	166									12		2	
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	167									12		2	
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	168											2	
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	169									13		2	
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	170									13		2	
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	171											2	
11	11	40	40	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	172												
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	173		articAccentBelow										
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	174		articAccentBelow							14			
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	175									14			
11	11	85/2	85/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	176									14			
11	11	171/4	171/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	177												
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	178									15			
11	11	87/2	87/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	179									15			
11	11	175/4	175/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	180												
12	12	44	44	0.0	0	0	Spanner	4/4	1	1	0																
12	12	44	44	0.0	0	0	Spanner	4/4	1	1	0																1
12	12	44	44	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	181		articTenutoAbove							16			1
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	182		articTenutoAbove							16			1
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	183		articTenutoAbove							16			1
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	184		articTenutoAbove							16			1
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	185		articTenutoAbove							16			1
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	186									16			1
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	187									16			1
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	188												1
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	189									17			
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	190									17			
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	191									17			
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	192									17			
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	193									17			
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	194									17			
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	195									17			
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	196												
13	13	48	48	0.0	0	0	Spanner	4/4	1	1	0																
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	197									18			
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	198									18			
13	13	101/2	101/2	0.0	5/8	5/8	Spanner	4/4	1	1	0													18		3	
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	199									18		3	
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	200											3	
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	201									19		3	
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	202									19		3	
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	203											3	
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	204												
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	205		articAccentBelow										
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	206									20			
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	207									20			
13	13	101/2	101/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	208									20			
13	13	203/4	203/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	209												
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	210									21			
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	211									21			
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	212												
14	14	52	52	0.0	0	0	Spanner	4/4	1	1	0																
14	14	52	52	0.0	0	0	Spanner	4/4	1	1	0																2
14	14	52	52	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	213		articTenutoAbove							22			2
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	214		articTenutoAbove							22			2
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	215		articTenutoAbove							22			2
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	216		articTenutoAbove							22			2
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	217		articTenutoAbove							22			2
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	218		articTenutoAbove							22			2
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	219		articTenutoAbove							22			2
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	220		articTenutoAbove										2
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	221									23			
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	222									23			
14	14	53	53	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	223									23			
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	224									23			
14	14	54	54	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	225									23			
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	226									23			
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	227									23			
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	228												
15	15	56	56	0.0	0	0	Spanner	4/4	1	1	0																
15	15	113/2	113/2	0.0	1/8	1/8	Dynamic	4/4	1	1	0					p											
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	229									24			
15	15	57	57	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	230									24			
15	15	229/4	229/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	231									24			
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	232									24			
15	15	58	58	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	233									24			
15	15	233/4	233/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	234									24			
15	15	117/2	117/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	235									24			
15	15	235/4	235/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	236									24			
15	15	59	59	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	237									24			
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	238												
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	239												
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	240												
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	241												
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	242												
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	243									25			
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	244									25			
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	245									25			
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	246									25			
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	247									25			
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	248									25			
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	249												
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	250									26			
16	16	61	61	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	251									26			
16	16	245/4	245/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	252									26			
16	16	123/2	123/2	0.0	3/8	3/8	StaffText	4/4	1	1	0							cresc.						26			
16	16	123/2	123/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	253									26			
16	16	247/4	247/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	254									26			
16	16	62	62	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	255									26			
16	16	249/4	249/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	256									26			
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	257									26			
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	258									26			
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	259												
16	16	60	60	1.5	0	0	Chord	4/4	1	2	3/8		1/4	3/2	260												
16	16	123/2	123/2	1.0	3/8	3/8	Chord	4/4	1	2	1/4		1/4	1	261												
