mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin
16	16	125/2	125/2	1.5	5/8	5/8	Chord	4/4	1	2	3/8		1/4	3/2	262												
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	263									27			
16	16	61	61	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	264									27			
16	16	245/4	245/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	265									27			
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	266									27			
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	267									27			
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	268									27			
16	16	63	63	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	269									27			
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	270												
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	271		articStaccatoAbove										
17	17	65	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	272		articStaccatoAbove										
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	273		articStaccatoAbove										
17	17	133/2	133/2	0.0	5/8	5/8	Dynamic	4/4	1	1	0					f											
17	17	133/2	133/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	274									28			
17	17	200/3	200/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	275									28			
17	17	401/6	401/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	276												
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	277		articAccentAbove										
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	278		articAccentAbove										
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	279												
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	280												
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	281												
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	282		articStaccatoBelow										
17	17	65	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	283		articStaccatoBelow										
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	284		articStaccatoBelow										
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	285		articAccentBelow										
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	286		articAccentBelow										
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	287		articAccentBelow										
18	18	68	68	0.0	0	0	StaffText	4/4	1	1	0							rit.									
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	288									29			
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	289									29			
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	290									29			
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	291												
18	18	141/2	141/2	0.16666666666666666	5/8	5/8	Chord	4/4	1	1	1/24		1/16	2/3	292									30			
18	18	212/3	212/3	0.16666666666666666	2/3	2/3	Chord	4/4	1	1	1/24		1/16	2/3	293									30			
18	18	425/6	425/6	0.16666666666666666	17/24	17/24	Chord	4/4	1	1	1/24		1/16	2/3	294									30			
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	295									30			
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	296												
18	18	68	68	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	297									31			
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	298									31			
18	18	69	69	2.0	1/4	1/4	Chord	4/4	1	2	1/2		1/2	1	299												
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	300												
18	18	68	68	0.0	0	0	StaffText	4/4	2	1	0							piú									
18	18	68	68	0.0	0	0	Dynamic	4/4	2	1	0					f											
18	18	68	68	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	301												
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	302												
18	18	69	69	2.0	1/4	1/4	Chord	4/4	2	1	1/2		1/2	1	303												
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	304												
19	19	72	72	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	305												
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	306												
19	19	72	72	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	307												
19	19	73	73	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	308												
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	309												
19	19	74	74	0.0	1/2	1/2	Spanner	4/4	1	2	0															4	
19	19	74	74	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	310											4	
19	19	72	72	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	311									32			
19	19	145/2	145/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	312									32			
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	313									32			
19	19	74	74	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	314									32			
19	19	149/2	149/2	1.0	5/8	5/8	Chord	4/4	2	1	1/4		1/4	1	315									32			
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	316												
19	19	72	72	4.0	0	0	Chord	4/4	2	2	1		1	1	317												
20	20	76	76	0.0	0	0	StaffText	4/4	1	1	0							a tempo									
20	20	76	76	0.0	0	0	Dynamic	4/4	1	1	0					p											
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	318									33			
20	20	153/2	153/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	319									33			
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	320									33			
20	20	78	78	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	321									33			
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	322												
20	20	79	79	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	323									34			
20	20	633/8	633/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	324									34			
20	20	317/4	317/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	325									34			
20	20	635/8	635/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	326									34			
20	20	76	76	0.0	0	0	Spanner	4/4	1	2	0																
20	20	76	76	3.0	0	0	Chord	4/4	1	2	3/4		1/2	3/2	327												
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	328												
20	20	76	76	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	329												
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	330												
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	331												
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	332									35			
21	21	161/2	161/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	333									35			
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	334									35			
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	335									35			
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	336									35			
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	337									35			
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	338									35			
21	21	80	80	3.0	0	0	Chord	4/4	1	2	3/4		1/2	3/2	339												
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	340												
21	21	80	80	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	341									36			
21	21	83	83	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	342												
22	22	84	84	0.0	0	0	Spanner	4/4	1	1	0													35			3
22	22	84	84	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	343									35			3
22	22	673/8	673/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	344									35			3
22	22	337/4	337/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	345									35			3
22	22	675/8	675/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	346									35			3
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	347									35			3
22	22	85	85	0.0	1/4	1/4	Spanner	4/4	1	1	0													35			
22	22	85	85	0.0	1/4	1/4	Spanner	4/4	1	1	0													35		5	
22	22	85	85	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	348									35		5	
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	349									35		5	
22	22	86	86	0.0	1/2	1/2	Spanner	4/4	1	1	0													35			
22	22	86	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	350									35			
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	351									35			
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	352									35			
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	353												
22	22	84	84	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	354												
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	355												
22	22	85	85	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	356												
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	357												
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	358												
22	22	84	84	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	359									37			
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	360									37			
22	22	85	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	361									37			
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	362									37			
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	363									37			
22	22	86	86	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	364												
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	365												
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	366												
23	23	88	88	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	367									38			
23	23	177/2	177/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	368									38			
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	369									38			
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	370												
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	371		articTenutoAbove							39			
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	372									39			
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	373									39			
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	374									39			
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	375									39			
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	376												
23	23	88	88	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	377												
23	23	90	90	1.5	1/2	1/2	Chord	4/4	1	2	3/8		1/4	3/2	378									40			
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	379												
23	23	88	88	0.0	0	0	Dynamic	4/4	2	1	0					p											
23	23	88	88	0.0	0	0	StaffText	4/4	2	1	0							più									
23	23	88	88	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	380												
23	23	91	91	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	381												
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	382												
24	24	92	92	0.0	0	0	Dynamic	4/4	1	1	0					p											
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	383									41			
24	24	185/2	185/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	384									41			
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	385									41			
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	386									41			
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	387												
24	24	95	95	0.125	3/4	3/4	Chord	4/4	1	1	1/32		1/32	1	388									42			
24	24	761/8	761/8	0.125	25/32	25/32	Chord	4/4	1	1	1/32		1/32	1	389									42			
24	24	381/4	381/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32		1/32	1	390									42			
24	24	763/8	763/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32		1/32	1	391									42			
24	24	92	92	3.0	0	0	Chord	4/4	1	2	3/4		1/2	3/2	392												
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	393												
24	24	92	92	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	394												
24	24	95	95	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	395												
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	396												
25	25	96	96	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	397									43			
25	25	193/2	193/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	398									43			
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	399												
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	400									44			
25	25	197/2	197/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	401									44			
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	402												
25	25	96	96	0.0	0	0	Spanner	4/4	1	2	0																4
25	25	96	96	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	403												4
25	25	98	98	0.0	1/2	1/2	Spanner	4/4	1	2	0																
25	25	98	98	0.0	1/2	1/2	Spanner	4/4	1	2	0																5
25	25	98	98	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	404												5
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	405									45			
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	406												
26	26	100	100	0.0	0	0	Dynamic	4/4	1	1	0					p											
26	26	100	100	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	407									46			
26	26	801/8	801/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	408									46			
26	26	401/4	401/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	409									46			
26	26	803/8	803/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	410									46			
26	26	201/2	201/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	411									46			
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	412												
26	26	102	102	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	413									47			
26	26	817/8	817/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	414									47			
26	26	409/4	409/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	415									47			
26	26	819/8	819/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	416									47			
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	417									47			
26	26	103	103	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	418									47			
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	419									47			
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	420									47			
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	421												
26	26	100	100	0.0	0	0	Spanner	4/4	1	2	0																
26	26	100	100	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	422												
26	26	102	102	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	423												
26	26	100	100	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	424												
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	425												
27	27	104	104	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	426									48			
27	27	833/8	833/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	427									48			
27	27	417/4	417/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	428									48			
27	27	835/8	835/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	429									48			
27	27	209/2	209/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	430									48			
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	431												
27	27	106	106	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	432									49			
27	27	849/8	849/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	433									49			
27	27	425/4	425/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	434									49			
27	27	851/8	851/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	435									49			
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	436									49			
27	27	107	107	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	437									49			
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	438									49			
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	439									49			
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	440												
27	27	104	104	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	441												
27	27	106	106	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	442												
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	443												
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	444												
28	28	108	108	0.0	0	0	Dynamic	4/4	1	1	0					pp											
28	28	108	108	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	445									50			
28	28	865/8	865/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	446									50			
28	28	433/4	433/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	447									50			
28	28	867/8	867/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	448									50			
28	28	217/2	217/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	449									50			
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	450												
28	28	110	110	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	451									51			
28	28	881/8	881/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	452									51			
28	28	441/4	441/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	453									51			
28	28	883/8	883/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	454									51			
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	455									51			
28	28	111	111	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	456									51			
28	28	445/4	445/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	457									51			
28	28	223/2	223/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	458									51			
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	459												
28	28	108	108	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	460												
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	461												
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	462												
28	28	110	110	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	463												
29	29	112	112	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	464									52			
29	29	897/8	897/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	465									52			
29	29	449/4	449/4	0.125	1/16	1/16	Chord	4/4	1	1	1/32		1/32	1	466									52			
29	29	899/8	899/8	0.125	3/32	3/32	Chord	4/4	1	1	1/32		1/32	1	467									52			
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	468									52			
29	29	113	113	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	469									52			
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	470									52			
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	471									52			
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	472												
29	29	114	114	0.0	1/2	1/2	StaffText	4/4	1	1	0							poco rit.									
29	29	114	114	0.0	1/2	1/2	Spanner	4/4	1	1	0																6
29	29	114	114	0.125	1/2	1/2	Chord	4/4	1	1	1/32		1/32	1	473									53			6
29	29	913/8	913/8	0.125	17/32	17/32	Chord	4/4	1	1	1/32		1/32	1	474									53			6
29	29	457/4	457/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	475									53			6
29	29	915/8	915/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	476									53			6
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	477									53			6
29	29	115	115	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	478									53			6
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	479									53			6
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	480									53			6
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	481												6
29	29	112	112	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	482												6
29	29	114	114	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	483												6
29	29	112	112	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	484												
29	29	114	114	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	485												
30	30	116	116	0.0	0	0	Spanner	4/4	1	1	0																
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	486									54			
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	487									54			
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	488									54			
30	30	117	117	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	489									54			
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	490									54			
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	491									54			
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	492												
30	30	118	118	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	493									55			
30	30	473/4	473/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	494									55			
30	30	237/2	237/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	495									55			
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	496												
30	30	119	119	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	497									56			
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	498									56			
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	499									56			
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	500												
30	30	116	116	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	501												
30	30	117	117	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	502												
30	30	118	118	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	503												
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	504												
30	30	119	119	0.5	3/4	3/4	Chord	4/4	1	2	1/8		1/8	1	505												
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8		1/8	1	506												
30	30	116	116	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	507												
30	30	117	117	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	508												
30	30	118	118	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	509												
30	30	237/2	237/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	510												
30	30	119	119	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	511												
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	512												
30	30	118	118	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	513												
30	30	119	119	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	514												
31	31	120	120	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	515									57			
31	31	481/4	481/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	516									57			
31	31	241/2	241/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	517									57			
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	518									57			
31	31	121	121	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	519									57			
31	31	122	122	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	520									57			
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	521									57			
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	522									57			
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	523									57			
31	31	123	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	524									57			
31	31	120	120	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	525												
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	526												
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	527												
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	528												
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	529												
