mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	decrescendo_hairpin	crescendo_hairpin
89	89	353	353	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1071												
89	89	707/2	707/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1072												
89	89	354	354	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1073												
89	89	709/2	709/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1074												
89	89	355	355	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1075												
89	89	711/2	711/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1076												
90	90	356	356	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1077		articTenutoBelow										
90	90	357	357	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1078		articStaccatoBelow										
90	90	715/2	715/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1079		articStaccatoBelow										
90	90	358	358	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1080		articStaccatoBelow										
90	90	359	359	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1081		articStaccatoBelow										
90	90	356	356	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1082												
90	90	713/2	713/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1083												
90	90	357	357	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1084												
90	90	715/2	715/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1085												
90	90	358	358	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1086												
90	90	717/2	717/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1087												
90	90	359	359	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1088												
90	90	719/2	719/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1089												
91	91	360	360	0.0	0	0	Spanner	4/4	1	1	0															16
91	91	360	360	4.0	0	0	Chord	4/4	1	1	1	1	1	1090		articTenutoBelow										16
91	91	360	360	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1091												
91	91	721/2	721/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1092												
91	91	361	361	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1093												
91	91	723/2	723/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1094												
91	91	362	362	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1095												
91	91	725/2	725/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1096												
91	91	363	363	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1097												
91	91	727/2	727/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1098												
92	92	364	364	0.0	0	0	Dynamic	4/4	1	1	0				ppp											
92	92	364	364	0.0	0	0	Spanner	4/4	1	1	0															
92	92	364	364	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1099		articTenutoAbove										
92	92	365	365	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1100		articStaccatoAbove										
92	92	731/2	731/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1101		articStaccatoAbove										
92	92	366	366	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1102		articStaccatoAbove										
92	92	367	367	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1103		articStaccatoAbove										
92	92	364	364	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1104												
92	92	729/2	729/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1105												
92	92	365	365	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1106												
92	92	731/2	731/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1107												
92	92	366	366	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1108												
92	92	733/2	733/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1109												
92	92	367	367	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1110												
92	92	735/2	735/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1111												
93	93	368	368	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1112		articTenutoAbove										
93	93	369	369	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1113		articStaccatoAbove										
93	93	739/2	739/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1114		articStaccatoAbove										
93	93	370	370	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1115		articStaccatoAbove										
93	93	741/2	741/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1116		articStaccatoAbove										
93	93	371	371	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1117		articStaccatoAbove										
93	93	368	368	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1118												
93	93	737/2	737/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1119												
93	93	369	369	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1120												
93	93	739/2	739/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1121												
93	93	370	370	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1122												
93	93	741/2	741/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1123												
93	93	371	371	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1124												
93	93	743/2	743/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1125												
94	94	372	372	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	1126		articTenutoAbove										
94	94	373	373	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1127		articStaccatoAbove										
94	94	747/2	747/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1128		articStaccatoAbove										
94	94	374	374	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	1129		articStaccatoAbove										
94	94	375	375	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1130		articStaccatoAbove										
94	94	372	372	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1131												
94	94	745/2	745/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1132												
94	94	373	373	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1133												
94	94	747/2	747/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1134												
94	94	374	374	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1135												
94	94	749/2	749/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1136												
94	94	375	375	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1137												
94	94	751/2	751/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1138												
95	95	376	376	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1139									106			
95	95	753/2	753/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1140									106			
95	95	377	377	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1141									106			
95	95	755/2	755/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1142												
95	95	378	378	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1143									107			
95	95	757/2	757/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1144									107			
95	95	379	379	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1145									107			
95	95	759/2	759/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1146												
95	95	376	376	4.0	0	0	Chord	4/4	2	1	1	1	1	1147												
96	96	380	380	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1148									108			
96	96	761/2	761/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1149									108			
96	96	381	381	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1150									108			
96	96	763/2	763/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1151												
96	96	382	382	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1152									109			
96	96	765/2	765/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1153									109			
96	96	383	383	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1154									109			
96	96	767/2	767/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1155												
96	96	380	380	4.0	0	0	Chord	4/4	2	1	1	1	1	1156												
97	97	384	384	0.0	0	0	Spanner	4/4	1	1	0															17
97	97	384	384	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1157									110			17
97	97	769/2	769/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1158									110			17
97	97	385	385	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1159									110			17
97	97	771/2	771/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1160												17
97	97	386	386	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1161									111			17
97	97	773/2	773/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1162									111			17
97	97	387	387	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1163									111			17
97	97	775/2	775/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1164												17
97	97	384	384	4.0	0	0	Chord	4/4	2	1	1	1	1	1165												
98	98	388	388	0.0	0	0	Spanner	4/4	1	1	0															
98	98	388	388	0.0	0	0	Spanner	4/4	1	1	0														11	
98	98	388	388	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1166									112		11	
98	98	777/2	777/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1167									112		11	
98	98	389	389	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1168									112		11	
98	98	779/2	779/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1169											11	
98	98	390	390	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1170									113		11	
98	98	781/2	781/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1171									113		11	
98	98	391	391	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1172									113		11	
98	98	783/2	783/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1173											11	
98	98	388	388	4.0	0	0	Chord	4/4	2	1	1	1	1	1174												
99	99	392	392	0.0	0	0	Dynamic	4/4	1	1	0				pp											
99	99	392	392	0.0	0	0	Spanner	4/4	1	1	0															
99	99	392	392	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1175									114			
99	99	785/2	785/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1176									114			
99	99	393	393	0.0	1/4	1/4	Spanner	4/4	1	1	0												114			18
99	99	393	393	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1177									114			18
99	99	787/2	787/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1178												18
99	99	394	394	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1179									115			18
99	99	789/2	789/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1180									115			18
99	99	395	395	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1181									115			18
99	99	791/2	791/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1182												18
99	99	392	392	4.0	0	0	Chord	4/4	2	1	1	1	1	1183												
100	100	396	396	0.0	0	0	Spanner	4/4	1	1	0															
100	100	396	396	0.0	0	0	Spanner	4/4	1	1	0														12	
100	100	396	396	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1184									116		12	
100	100	793/2	793/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1185									116		12	
100	100	397	397	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1186									116		12	
100	100	795/2	795/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1187											12	
100	100	398	398	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1188									117		12	
100	100	797/2	797/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1189									117		12	
100	100	399	399	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1190									117		12	
100	100	799/2	799/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1191											12	
100	100	396	396	4.0	0	0	Chord	4/4	2	1	1	1	1	1192												
101	101	400	400	0.0	0	0	Spanner	4/4	1	1	0															
101	101	400	400	0.0	0	0	Spanner	4/4	1	1	0															19
101	101	400	400	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1193									118			19
101	101	801/2	801/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1194									118			19
101	101	401	401	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1195									118			19
101	101	803/2	803/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1196												19
101	101	402	402	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1197									119			19
101	101	805/2	805/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1198									119			19
101	101	403	403	0.0	3/4	3/4	Spanner	4/4	1	1	0												119			
101	101	403	403	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1199									119			
101	101	807/2	807/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1200												
101	101	400	400	4.0	0	0	Chord	4/4	2	1	1	1	1	1201												
102	102	404	404	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1202									120			
102	102	809/2	809/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1203									120			
102	102	405	405	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1204									120			
102	102	811/2	811/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1205												
102	102	406	406	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1206									121			
102	102	813/2	813/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1207									121			
102	102	407	407	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1208									121			
102	102	815/2	815/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1209												
102	102	404	404	4.0	0	0	Chord	4/4	2	1	1	1	1	1210												
103	103	408	408	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1211									122			
103	103	817/2	817/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1212									122			
103	103	409	409	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1213									122			
103	103	819/2	819/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1214												
103	103	410	410	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1215									123			
103	103	821/2	821/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1216									123			
103	103	411	411	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1217									123			
103	103	823/2	823/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1218												
103	103	408	408	4.0	0	0	Chord	4/4	2	1	1	1	1	1219												
104	104	412	412	0.0	0	0	Spanner	4/4	1	1	0														13	
104	104	412	412	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1220									124		13	
104	104	825/2	825/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1221									124		13	
104	104	413	413	0.0	1/4	1/4	Spanner	4/4	1	1	0												124			
104	104	413	413	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1222									124			
104	104	827/2	827/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1223												
104	104	414	414	0.0	1/2	1/2	StaffText	4/4	1	1	0						molto dim.									
104	104	414	414	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1224									125			
104	104	829/2	829/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1225									125			
104	104	415	415	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1226									125			
104	104	831/2	831/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1227												
105	105	416	416	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1228									126			
105	105	833/2	833/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1229									126			
105	105	417	417	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1230									126			
105	105	835/2	835/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1231												
105	105	418	418	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1232									127			
105	105	837/2	837/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1233									127			
105	105	419	419	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1234									127			
105	105	839/2	839/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1235												
106	106	420	420	0.0	0	0	Dynamic	4/4	1	1	0				p											
106	106	420	420	0.0	0	0	StaffText	4/4	1	1	0						Tempo I									
106	106	420	420	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1236									128			
106	106	841/2	841/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1237									128			
106	106	421	421	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1238									128			
106	106	843/2	843/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1239												
106	106	422	422	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1240									129			
106	106	845/2	845/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1241									129			
106	106	423	423	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1242									129			
106	106	847/2	847/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1243												
106	106	420	420	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1244		articStaccatoAbove										
106	106	421	421	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1245		articStaccatoAbove										
106	106	422	422	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	1246		articTenutoAbove										
106	106	420	420	4.0	0	0	Chord	4/4	2	2	1	1	1	1247												
107	107	424	424	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1248									130			
107	107	849/2	849/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1249									130			
107	107	425	425	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1250									130			
107	107	851/2	851/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1251												
107	107	426	426	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1252									131			
107	107	853/2	853/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1253									131			
107	107	427	427	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1254									131			
107	107	855/2	855/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1255												
107	107	424	424	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1256												
107	107	425	425	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1257		articStaccatoAbove										
107	107	851/2	851/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1258		articStaccatoAbove										
107	107	426	426	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1259												
107	107	427	427	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1260		articStaccatoAbove										
107	107	855/2	855/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1261		articStaccatoAbove										
107	107	424	424	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	1262												
107	107	426	426	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	1263												
108	108	428	428	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1264									132			
108	108	857/2	857/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1265									132			
108	108	429	429	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1266									132			
108	108	859/2	859/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1267												
108	108	430	430	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1268									133			
108	108	861/2	861/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1269									133			
108	108	431	431	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1270									133			
108	108	863/2	863/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1271												
108	108	428	428	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	1272												
108	108	429	429	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1273		articStaccatoAbove										
108	108	859/2	859/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1274		articStaccatoAbove										
108	108	430	430	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1275		articStaccatoAbove										
108	108	431	431	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1276		articStaccatoAbove										
108	108	428	428	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	1277												
108	108	430	430	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	1278												
108	108	431	431	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	1279												
109	109	432	432	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1280									134			
109	109	865/2	865/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1281									134			
109	109	433	433	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1282									134			
109	109	867/2	867/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1283												
109	109	434	434	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1284									135			
109	109	869/2	869/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1285									135			
109	109	435	435	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1286									135			
109	109	871/2	871/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1287												
109	109	432	432	4.0	0	0	Chord	4/4	2	1	1	1	1	1288												
110	110	873/2	873/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1289		articStaccatoAbove										
110	110	437	437	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1290		articStaccatoAbove										
110	110	875/2	875/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1291		articStaccatoAbove										
110	110	438	438	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1292												
110	110	438	438	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	1293									136			
110	110	439	439	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	1294									136			
110	110	436	436	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1295		articStaccatoAbove										
110	110	873/2	873/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1296		articStaccatoAbove										
110	110	437	437	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1297		articStaccatoAbove										
110	110	875/2	875/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1298		articStaccatoAbove										
110	110	438	438	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1299		articStaccatoAbove										
110	110	877/2	877/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1300		articStaccatoAbove										
110	110	439	439	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1301		articStaccatoAbove										
110	110	879/2	879/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1302		articStaccatoAbove										
111	111	440	440	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1303												
111	111	881/2	881/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1304		articStaccatoAbove										
111	111	441	441	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1305		articStaccatoAbove										
111	111	883/2	883/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1306		articStaccatoAbove										
111	111	442	442	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1307		articTenutoAbove										
111	111	440	440	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	1308												
111	111	442	442	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	1309									137			
111	111	443	443	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	1310									137			
111	111	440	440	0.0	0	0	StaffText	4/4	2	1	0						sim.									
111	111	440	440	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1311												
111	111	881/2	881/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1312												
111	111	441	441	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1313												
111	111	883/2	883/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1314												
111	111	442	442	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1315												
111	111	885/2	885/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1316												
111	111	443	443	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1317												
111	111	887/2	887/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1318												
112	112	444	444	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	1319												
112	112	889/2	889/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1320		articStaccatoAbove										
112	112	445	445	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1321		articStaccatoAbove										
112	112	891/2	891/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1322		articStaccatoAbove										
112	112	446	446	0.0	1/2	1/2	Dynamic	4/4	1	1	0				f											
112	112	446	446	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	1323									138			
112	112	444	444	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	1324												
112	112	446	446	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1325												
112	112	444	444	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	1326												
112	112	889/2	889/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1327												
112	112	445	445	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1328												
112	112	891/2	891/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1329												
112	112	446	446	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1330												
112	112	893/2	893/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1331												
112	112	447	447	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1332												
112	112	895/2	895/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1333												
113	113	448	448	0.0	0	0	Spanner	4/4	1	1	0												138		14	
